會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,258775.0,525387.0,840772.0,931375.0
本期稅前淨利（淨損）,258775.0,525387.0,840772.0,931375.0
折舊費用,31735.0,62680.0,92707.0,121782.0
攤銷費用,2497.0,4297.0,6180.0,7894.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-1601.0,0.0,9641.0,777.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,0.0,-4926.0,-13854.0,8358.0
利息收入,32631.0,0.0,0.0,-34263.0
處分及報廢不動產、廠房及設備損失（利益）,13309.0,62051.0,94674.0,-881.0
收益費損項目合計,-14132.0,18938.0,18255.0,103667.0
應收票據（增加）減少,-4454.0,28170.0,158782.0,18104.0
應收帳款（增加）減少,101080.0,-4214.0,-1113.0,366548.0
其他應收款（增加）減少,-7166.0,165530.0,223532.0,-3694.0
存貨（增加）減少,88637.0,-14419.0,472.0,222701.0
其他流動資產（增加）減少,-7690.0,194005.0,399928.0,-1106.0
與營業活動相關之資產之淨變動合計,-623.0,-12167.0,-15721.0,602553.0
合約負債增加（減少）,-16907.0,-598.0,-628.0,2202.0
應付票據增加（減少）,-40205.0,-30826.0,-106035.0,-374.0
應付帳款增加（減少）,447.0,-10295.0,-8292.0,-124642.0
其他應付款增加（減少）,2040.0,578.0,1058.0,-37231.0
負債準備增加（減少）,-898.0,5124.0,8646.0,350.0
其他流動負債增加（減少）,-63836.0,-1687.0,-2442.0,12974.0
淨確定福利負債增加(減少),24801.0,-49871.0,-123414.0,-3079.0
與營業活動相關之負債之淨變動合計,57432.0,144134.0,276514.0,-149800.0
與營業活動相關之資產及負債之淨變動合計,316207.0,206185.0,371188.0,452753.0
調整項目合計,2715.0,731572.0,1211960.0,556420.0
營運產生之現金流入（流出）,-199.0,4344.0,9411.0,1487795.0
收取之利息,318723.0,-104505.0,-173259.0,20738.0
退還（支付）之所得稅,,631411.0,1048112.0,-174186.0
營業活動之淨現金流入（流出）,-8270.0,,,1334347.0
投資活動之現金流量,0.0,-14569.0,-74782.0,
處分透過其他綜合損益按公允價值衡量之金融資產,-932.0,0.0,-13207.0,0.0
取得透過損益按公允價值衡量之金融資產,-786250.0,-1571.0,0.0,-74782.0
取得不動產、廠房及設備,7.0,-1071320.0,-2725.0,-18148.0
處分不動產、廠房及設備,-6825.0,0.0,-1273240.0,500.0
取得無形資產,-802270.0,7.0,-19.0,-3517.0
其他金融資產增加,,-11823.0,-21866.0,-1636740.0
其他非流動資產增加,-483547.0,-1099276.0,-1385839.0,-20.0
預付設備款增加,1117240.0,,,-24897.0
投資活動之淨現金流入（流出）,633693.0,44.0,-332570.0,-1757604.0
籌資活動之現金流量,633693.0,44.0,44.0,
