會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,2774574.0,100.0,2759429.0,100.0,2787069.0,100.0,10749897.0,100.0
銷貨收入淨額,2774574.0,100.0,2759429.0,100.0,2787069.0,100.0,10749897.0,100.0
營業收入合計,2774574.0,100.0,2613521.0,94.71,2792985.0,100.21,10220776.0,95.08
營業成本合計,2546074.0,91.76,145908.0,5.29,-5916.0,-0.21,529121.0,4.92
營業毛利（毛損）,228500.0,8.24,145908.0,5.29,-5916.0,-0.21,529121.0,4.92
營業毛利（毛損）淨額,228500.0,8.24,,,,,,
營業費用,,,47625.0,1.73,50317.0,1.81,188515.0,1.75
營業費用合計,43943.0,1.58,98283.0,3.56,-56233.0,-2.02,340606.0,3.17
營業利益（損失）,184557.0,6.65,,,,,,
營業外收入及支出,,,43.0,0.0,2.0,0.0,386.0,0.0
其他收入,15587.0,0.56,19743.0,0.72,293187.0,10.52,344499.0,3.2
其他利益及損失淨額,-237981.0,-8.58,-223085.0,-8.08,-69734.0,-2.5,-449601.0,-4.18
財務成本淨額,5145.0,0.19,6881.0,0.25,10837.0,0.39,35509.0,0.33
採用權益法認列之關聯企業及合資損益之份額淨額,-211.0,-0.01,-114.0,0.0,0.0,0.0,-325.0,0.0
營業外收入及支出合計,-227750.0,-8.21,-210294.0,-7.62,212618.0,7.63,-140550.0,-1.31
稅前淨利（淨損）,-43193.0,-1.56,-112011.0,-4.06,156385.0,5.61,200056.0,1.86
所得稅費用（利益）合計,37195.0,1.34,26983.0,0.98,35674.0,1.28,110308.0,1.03
繼續營業單位本期淨利（淨損）,-80388.0,-2.9,-138994.0,-5.04,120711.0,4.33,89748.0,0.83
本期淨利（淨損）,-80388.0,-2.9,-138994.0,-5.04,120711.0,4.33,89748.0,0.83
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-664.0,-0.02,-1095.0,-0.04,2641.0,0.09,37696.0,0.35
與不重分類之項目相關之所得稅,0.0,0.0,0.0,0.0,0.0,0.0,2808.0,0.03
不重分類至損益之項目：,-664.0,-0.02,-1095.0,-0.04,2641.0,0.09,7539.0,0.07
其他綜合損益（淨額）,-664.0,-0.02,-1095.0,-0.04,2641.0,0.09,32965.0,0.31
本期綜合損益總額,-81052.0,-2.92,-140089.0,-5.08,123352.0,4.43,32965.0,0.31
淨利（損）歸屬於：,,,,,,,122713.0,1.14
母公司業主（淨利∕損）,-87775.0,-3.16,-134699.0,-4.88,12357.0,0.44,,
非控制權益（淨利∕損）,7387.0,0.27,-4295.0,-0.16,108354.0,3.89,-36464.0,-0.34
母公司業主（綜合損益）,-88437.0,-3.19,-135793.0,-4.92,15000.0,0.54,126212.0,1.17
非控制權益（綜合損益）,7385.0,0.27,-4296.0,-0.16,108352.0,3.89,-11416.0,-0.11
基本每股盈餘,,,,,,,134129.0,1.25
基本每股盈餘,-0.21,,-0.32,,0.03,,,
稀釋每股盈餘,,,,,,,-0.09,
稀釋每股盈餘,-0.21,,-0.32,,0.03,,,
