會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,61374.0,100.0,55516.0,100.0,85036.0,100.0,285107.0,100.0
營業成本合計,49665.0,80.92,47219.0,85.05,70601.0,83.02,242520.0,85.06
營業毛利（毛損）,11709.0,19.08,8297.0,14.95,14435.0,16.98,42587.0,14.94
營業毛利（毛損）淨額,11709.0,19.08,8297.0,14.95,14435.0,16.98,42587.0,14.94
營業費用,,,,,,,,
推銷費用,2761.0,4.5,3001.0,5.41,2860.0,3.36,11382.0,3.99
管理費用,18474.0,30.1,10961.0,19.74,15335.0,18.03,57652.0,20.22
研究發展費用,3192.0,5.2,3200.0,5.76,3172.0,3.73,12581.0,4.41
預期信用減損損失（利益）,724.0,1.18,64.0,0.12,-1757.0,-2.07,-942.0,-0.33
營業費用合計,25151.0,40.98,17226.0,31.03,19610.0,23.06,80673.0,28.3
營業利益（損失）,-13442.0,-21.9,-8929.0,-16.08,-5175.0,-6.09,-38086.0,-13.36
營業外收入及支出,,,,,,,,
利息收入,153.0,0.25,87.0,0.16,18.0,0.02,310.0,0.11
其他收入,180.0,0.29,208.0,0.37,235.0,0.28,885.0,0.31
其他利益及損失淨額,-16670.0,-27.16,17960.0,32.35,-73.0,-0.09,11935.0,4.19
財務成本淨額,734.0,1.2,654.0,1.18,588.0,0.69,2542.0,0.89
營業外收入及支出合計,-17071.0,-27.81,17601.0,31.7,0.0,0.0,0.0,0.0
稅前淨利（淨損）,-30513.0,-49.72,8672.0,15.62,-408.0,-0.48,10588.0,3.71
所得稅費用（利益）合計,0.0,0.0,0.0,0.0,-5583.0,-6.57,-27498.0,-9.64
繼續營業單位本期淨利（淨損）,-30513.0,-49.72,8672.0,15.62,0.0,0.0,0.0,0.0
本期淨利（淨損）,-30513.0,-49.72,8672.0,15.62,-5583.0,-6.57,-27498.0,-9.64
其他綜合損益(淨額),,,,,-5583.0,-6.57,-27498.0,-9.64
國外營運機構財務報表換算之兌換差額,18801.0,30.63,-7216.0,-13.0,,,,
後續可能重分類至損益之項目：,18801.0,30.63,-7216.0,-13.0,604.0,0.71,1470.0,0.52
其他綜合損益（淨額）,18801.0,30.63,-7216.0,-13.0,604.0,0.71,604.0,0.21
本期綜合損益總額,-11712.0,-19.08,1456.0,2.62,4927.0,5.79,2074.0,0.73
淨利（損）歸屬於：,,,,,0.0,0.0,8088.0,2.84
母公司業主（淨利∕損）,-30513.0,-49.72,8672.0,15.62,0.0,0.0,8088.0,2.84
母公司業主（綜合損益）,-11712.0,-19.08,1456.0,2.62,4927.0,5.79,10162.0,3.56
基本每股盈餘,,,,,5531.0,6.5,-17336.0,-6.08
基本每股盈餘,-1.16,,0.29,,-52.0,-0.06,,
