會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,65592.0,168592.0,254507.0,245046.0
本期稅前淨利（淨損）,65592.0,168592.0,254507.0,245046.0
折舊費用,50225.0,100744.0,150822.0,200849.0
攤銷費用,16368.0,33261.0,48059.0,65865.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-1398.0,-1404.0,-1404.0,467.0
利息費用,5791.0,12789.0,19931.0,27813.0
利息收入,-495.0,-1069.0,-3476.0,-5776.0
處分及報廢不動產、廠房及設備損失（利益）,122.0,236.0,380.0,811.0
其他項目,70613.0,144557.0,214312.0,0.0
收益費損項目合計,20638.0,32652.0,10022.0,290029.0
應收票據（增加）減少,-40388.0,-20719.0,-11016.0,-19138.0
應收帳款（增加）減少,2079.0,-31166.0,-52852.0,-73590.0
存貨（增加）減少,-31512.0,4332.0,334.0,-39620.0
預付款項（增加）減少,-3054.0,-5828.0,-7637.0,50897.0
其他流動資產（增加）減少,-52237.0,-20729.0,-61149.0,1320.0
與營業活動相關之資產之淨變動合計,10043.0,3385.0,-2276.0,-80131.0
合約負債增加（減少）,43.0,230.0,330.0,2922.0
應付票據增加（減少）,-6248.0,63932.0,87397.0,395.0
應付帳款增加（減少）,-84556.0,-168320.0,-167514.0,121921.0
其他應付款增加（減少）,9381.0,22596.0,20073.0,-99220.0
其他流動負債增加（減少）,-4183.0,-4723.0,-5263.0,20571.0
淨確定福利負債增加(減少),1760.0,2272.0,-578.0,-5831.0
其他營業負債增加（減少）,-73760.0,-80628.0,-67831.0,-1413.0
與營業活動相關之負債之淨變動合計,-125997.0,-101357.0,-128980.0,39345.0
與營業活動相關之資產及負債之淨變動合計,-55384.0,43200.0,85332.0,-40786.0
調整項目合計,10208.0,211792.0,339839.0,249243.0
營運產生之現金流入（流出）,486.0,1056.0,3456.0,494289.0
收取之利息,-5746.0,-12658.0,-19757.0,5751.0
支付之利息,-65.0,-37109.0,-46801.0,-27644.0
退還（支付）之所得稅,4883.0,163081.0,276737.0,-47098.0
營業活動之淨現金流入（流出）,,,,425298.0
投資活動之現金流量,-28635.0,-41576.0,0.0,
取得透過其他綜合損益按公允價值衡量之金融資產,27.0,85.0,43440.0,-9676.0
取得按攤銷後成本衡量之金融資產,1764.0,5029.0,-65590.0,0.0
處分按攤銷後成本衡量之金融資產,-2861.0,-6668.0,179.0,43440.0
取得不動產、廠房及設備,-59.0,-2856.0,7714.0,-82166.0
處分不動產、廠房及設備,-5062.0,-15024.0,-7071.0,243.0
存出保證金增加,-34826.0,-61010.0,-16536.0,0.0
存出保證金減少,,,-27155.0,7418.0
取得無形資產,-50000.0,-190000.0,-65019.0,-11963.0
其他非流動資產增加,180000.0,180000.0,,-12218.0
預付設備款增加,-14662.0,-39498.0,-220000.0,-59316.0
投資活動之淨現金流入（流出）,-21.0,0.0,180000.0,-124238.0
籌資活動之現金流量,-312.0,-24.0,-134185.0,
短期借款增加,0.0,-944.0,-23.0,0.0
短期借款減少,0.0,0.0,0.0,-140000.0
舉借長期借款,115005.0,0.0,-1261.0,180000.0
償還長期借款,9538.0,0.0,-33544.0,-259065.0
存入保證金減少,94600.0,-50466.0,0.0,-25.0
其他非流動負債減少,1194785.0,5520.0,0.0,-1896.0
發放現金股利,1289385.0,57125.0,-8795.0,-33544.0
現金增資,1289385.0,1194785.0,0.0,0.0
