會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入淨額,2792124.0,100.0,3086298.0,100.0,2997809.0,100.0,11724279.0,100.0
營業收入合計,2792124.0,100.0,2488782.0,80.64,2517595.0,83.98,9645688.0,82.27
營業成本合計,2258930.0,80.9,2488782.0,80.64,480214.0,16.02,9645688.0,82.27
營業毛利（毛損）,533194.0,19.1,597516.0,19.36,480214.0,16.02,2078591.0,17.73
已實現銷貨（損）益,0.0,0.0,597516.0,19.36,,,2078591.0,17.73
營業毛利（毛損）淨額,533194.0,19.1,,,84219.0,2.81,,
營業費用,,,80060.0,2.59,84408.0,2.82,319506.0,2.73
推銷費用,80057.0,2.87,93232.0,3.02,62570.0,2.09,333385.0,2.84
管理費用,88038.0,3.15,65984.0,2.14,-422.0,-0.01,254486.0,2.17
研究發展費用,69326.0,2.48,434.0,0.01,230775.0,7.7,1716.0,0.01
預期信用減損損失（利益）,17.0,0.0,239710.0,7.77,249439.0,8.32,909093.0,7.75
營業費用合計,237438.0,8.5,357806.0,11.59,,,1169498.0,9.98
營業利益（損失）,295756.0,10.59,,,373.0,0.01,,
營業外收入及支出,,,435.0,0.01,11662.0,0.39,2601.0,0.02
利息收入,422.0,0.02,6131.0,0.2,88825.0,2.96,38608.0,0.33
其他收入,3648.0,0.13,44565.0,1.44,17549.0,0.59,133057.0,1.13
其他利益及損失淨額,51301.0,1.84,19050.0,0.62,83311.0,2.78,73839.0,0.63
財務成本淨額,18144.0,0.65,32081.0,1.04,332750.0,11.1,100427.0,0.86
預期信用減損損失（利益）,0.0,0.0,389887.0,12.63,63163.0,2.11,1269925.0,10.83
營業外收入及支出合計,37227.0,1.33,94259.0,3.05,269587.0,8.99,270276.0,2.31
稅前淨利（淨損）,332983.0,11.93,295628.0,9.58,269587.0,8.99,999649.0,8.53
所得稅費用（利益）合計,66818.0,2.39,295628.0,9.58,,,999649.0,8.53
繼續營業單位本期淨利（淨損）,266165.0,9.53,,,1177.0,0.04,,
停業單位損益,,,-1290.0,-0.04,120.0,0.0,30000.0,0.26
停業單位損益合計,0.0,0.0,0.0,0.0,1057.0,0.04,813.0,0.01
本期淨利（淨損）,266165.0,9.53,-268.0,-0.01,17964.0,0.6,5910.0,0.05
其他綜合損益(淨額),,,-1022.0,-0.03,3593.0,0.12,24903.0,0.21
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,793.0,0.03,-33346.0,-1.08,14371.0,0.48,28255.0,0.24
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,0.0,0.0,-6669.0,-0.22,15428.0,0.51,5651.0,0.05
與不重分類之項目相關之所得稅,84.0,0.0,-26677.0,-0.86,285015.0,9.51,22604.0,0.19
不重分類至損益之項目：,709.0,0.03,-27699.0,-0.9,,,47507.0,0.41
國外營運機構財務報表換算之兌換差額,69035.0,2.47,267929.0,8.68,255978.0,8.54,1047156.0,8.93
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,0.0,0.0,,,13609.0,0.45,,
與可能重分類之項目相關之所得稅,13807.0,0.49,280169.0,9.08,271406.0,9.05,940519.0,8.02
後續可能重分類至損益之項目：,55228.0,1.98,15459.0,0.5,13609.0,0.45,59130.0,0.5
其他綜合損益（淨額）,55937.0,2.0,252470.0,8.18,,,987059.0,8.42
本期綜合損益總額,322102.0,11.54,15459.0,0.5,1.41,,60097.0,0.51
淨利（損）歸屬於：,,,,,,,,
母公司業主（淨利∕損）,251538.0,9.01,1.54,,1.4,,5.16,
非控制權益（淨利∕損）,14627.0,0.52,,,1.4,,,
母公司業主（綜合損益）,307475.0,11.01,1.54,,,,5.16,
非控制權益（綜合損益）,14627.0,0.52,,,,,,
基本每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,1.38,,,,,,,
基本每股盈餘,1.38,,,,,,,
稀釋每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,1.38,,,,,,,
稀釋每股盈餘,1.38,,,,,,,
