會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,5307072.0,100.0,4839691.0,100.0,3983857.0,100.0,17637479.0,100.0
營業成本合計,4556167.0,85.85,4590363.0,94.85,4567644.0,114.65,16959318.0,96.16
營業毛利（毛損）,750905.0,14.15,249328.0,5.15,-583787.0,-14.65,678161.0,3.84
營業毛利（毛損）淨額,750905.0,14.15,249328.0,5.15,-583787.0,-14.65,678161.0,3.84
營業費用,,,,,,,,
推銷費用,408659.0,7.7,342297.0,7.07,271592.0,6.82,1259086.0,7.14
管理費用,82690.0,1.56,67757.0,1.4,100543.0,2.52,331066.0,1.88
研究發展費用,17363.0,0.33,18885.0,0.39,17481.0,0.44,72479.0,0.41
營業費用合計,508712.0,9.59,428939.0,8.86,0.0,0.0,0.0,0.0
營業利益（損失）,242193.0,4.56,-179611.0,-3.71,389616.0,9.78,1662631.0,9.43
營業外收入及支出,,,,,-973403.0,-24.43,-984470.0,-5.58
利息收入,1325.0,0.02,2368.0,0.05,,,,
其他收入,256850.0,4.84,18751.0,0.39,2257.0,0.06,10127.0,0.06
其他利益及損失淨額,63503.0,1.2,39937.0,0.83,25232.0,0.63,322808.0,1.83
財務成本淨額,2888.0,0.05,3548.0,0.07,71977.0,1.81,150954.0,0.86
採用權益法認列之關聯企業及合資損益之份額淨額,3145.0,0.06,11792.0,0.24,7661.0,0.19,26810.0,0.15
營業外收入及支出合計,321935.0,6.07,69300.0,1.43,-6126.0,-0.15,10208.0,0.06
稅前淨利（淨損）,564128.0,10.63,-110311.0,-2.28,85679.0,2.15,467287.0,2.65
所得稅費用（利益）合計,65099.0,1.23,-23530.0,-0.49,-887724.0,-22.28,-517183.0,-2.93
繼續營業單位本期淨利（淨損）,499029.0,9.4,-86781.0,-1.79,-175252.0,-4.4,-179466.0,-1.02
本期淨利（淨損）,499029.0,9.4,-86781.0,-1.79,-712472.0,-17.88,-337717.0,-1.91
其他綜合損益(淨額),,,,,-712472.0,-17.88,-337717.0,-1.91
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-11212.0,-0.21,-3171.0,-0.07,,,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,1676.0,0.03,-34666.0,-0.72,3148.0,0.08,134354.0,0.76
不重分類至損益之項目：,-9536.0,-0.18,-37837.0,-0.78,-4189.0,-0.11,-15834.0,-0.09
國外營運機構財務報表換算之兌換差額,22120.0,0.42,7978.0,0.16,-1041.0,-0.03,-28004.0,-0.16
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,830.0,0.02,-475.0,-0.01,26436.0,0.66,16826.0,0.1
與可能重分類之項目相關之所得稅,4424.0,0.08,1596.0,0.03,173.0,0.0,73690.0,0.42
後續可能重分類至損益之項目：,18526.0,0.35,5907.0,0.12,5287.0,0.13,41526.0,0.24
其他綜合損益（淨額）,8990.0,0.17,-31930.0,-0.66,21322.0,0.54,379.0,0.0
本期綜合損益總額,508019.0,9.57,-118711.0,-2.45,20281.0,0.51,8305.0,0.05
淨利（損）歸屬於：,,,,,-692191.0,-17.37,33600.0,0.19
母公司業主（淨利∕損）,450834.0,8.49,-87847.0,-1.82,,,107290.0,0.61
非控制權益（淨利∕損）,48195.0,0.91,1066.0,0.02,-680881.0,-17.09,-230427.0,-1.31
母公司業主（綜合損益）,459806.0,8.66,-119570.0,-2.47,-31591.0,-0.79,,
非控制權益（綜合損益）,48213.0,0.91,859.0,0.02,-660652.0,-16.58,-370247.0,-2.1
基本每股盈餘,,,,,-31539.0,-0.79,32530.0,0.18
基本每股盈餘,0.78,,-0.15,,,,-266133.0,-1.51
稀釋每股盈餘,,,,,-1.17,,35706.0,0.2
稀釋每股盈餘,0.77,,-0.15,,,,,
