會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,28872.0,49841.0,161675.0,162036.0
本期稅前淨利（淨損）,28872.0,49841.0,161675.0,162036.0
折舊費用,532.0,1065.0,16247.0,21663.0
攤銷費用,0.0,0.0,0.0,0.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,0.0,0.0,0.0,0.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,0.0,0.0,0.0,0.0
利息費用,19.0,20.0,-8491.0,11664.0
利息收入,-320.0,-796.0,-2817.0,-3738.0
股利收入,-35831.0,-830.0,-3346.0,-3354.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-35600.0,-63720.0,-120942.0,-166618.0
處分投資損失（利益）,200.0,-64261.0,0.0,0.0
非金融資產減損損失,2564.0,236.0,-119349.0,46403.0
收益費損項目合計,3.0,2615.0,-2092.0,-93980.0
應收票據（增加）減少,-1.0,-68.0,1462.0,-2395.0
應收帳款（增加）減少,-39103.0,-1.0,-836.0,4609.0
其他應收款（增加）減少,488.0,-49372.0,3213.0,1742.0
其他應收款－關係人（增加）減少,-285.0,499.0,-112872.0,0.0
存貨（增加）減少,-36134.0,-222.0,-1479.0,-597962.0
預付款項（增加）減少,-2595.0,-46313.0,4131.0,-750.0
其他流動資產（增加）減少,20.0,98.0,9.0,7461.0
其他金融資產（增加）減少,-329.0,-1526.0,0.0,2.0
其他營業資產（增加）減少,-2904.0,777.0,-108464.0,0.0
與營業活動相關之資產之淨變動合計,-39038.0,-385.0,6354.0,-587293.0
合約負債增加（減少）,-74638.0,-1036.0,-1361.0,-28480.0
應付票據增加（減少）,-45766.0,-47349.0,-5880.0,10692.0
應付帳款增加（減少）,-19.0,-111610.0,-25339.0,-9430.0
其他應付款增加（減少）,24.0,-61769.0,115.0,-31741.0
其他應付款－關係人增加（減少）,-45761.0,-20.0,-22341.0,-32.0
其他流動負債增加（減少）,,-4127.0,-48452.0,-22828.0
與營業活動相關之負債之淨變動合計,-39144.0,-65916.0,-156916.0,-81819.0
與營業活動相關之資產及負債之淨變動合計,29905.0,,-276265.0,-669112.0
調整項目合計,0.0,-47968.0,-114590.0,-763092.0
營運產生之現金流入（流出）,0.0,29905.0,8491.0,-601056.0
支付之利息,0.0,0.0,-6111.0,-11709.0
退還（支付）之所得稅,320.0,0.0,-112210.0,-6390.0
營業活動之淨現金流入（流出）,-8919.0,0.0,,-619155.0
投資活動之現金流量,,-23.0,-59748.0,
取得透過其他綜合損益按公允價值衡量之金融資產,21078.0,0.0,29905.0,-65880.0
處分透過其他綜合損益按公允價值衡量之金融資產,0.0,796.0,0.0,34799.0
取得按攤銷後成本衡量之金融資產,-8.0,0.0,0.0,-60000.0
取得透過損益按公允價值衡量之金融資產,21070.0,-17290.0,0.0,0.0
處分透過損益按公允價值衡量之金融資產,-33610.0,,-41.0,0.0
處分子公司,753473.0,21078.0,0.0,0.0
存出保證金增加,719863.0,0.0,180000.0,-39.0
存出保證金減少,719863.0,-200.0,37378.0,0.0
