會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營建收入淨額,126069.0,100.0,23658.0,100.0,98657.0,100.0,248555.0,100.0
營建工程收入,126069.0,100.0,23658.0,100.0,98657.0,100.0,248555.0,100.0
營業收入合計,126069.0,100.0,22543.0,95.29,98657.0,100.0,248555.0,100.0
營建工程成本,118597.0,94.07,22543.0,95.29,92077.0,93.33,231979.0,93.33
營業成本合計,118597.0,94.07,1115.0,4.71,92077.0,93.33,231979.0,93.33
營業毛利（毛損）,7472.0,5.93,1115.0,4.71,6580.0,6.67,16576.0,6.67
營業毛利（毛損）淨額,7472.0,5.93,,,6580.0,6.67,16576.0,6.67
營業費用,,,1522.0,6.43,,,,
推銷費用,7704.0,6.11,7573.0,32.01,6029.0,6.11,15456.0,6.22
管理費用,8531.0,6.77,9095.0,38.44,9295.0,9.42,36585.0,14.72
營業費用合計,16235.0,12.88,-7980.0,-33.73,15324.0,15.53,52041.0,20.94
營業利益（損失）,-8763.0,-6.95,,,-8744.0,-8.86,-35465.0,-14.27
營業外收入及支出,,,18.0,0.08,,,,
利息收入,0.0,0.0,46.0,0.19,1.0,0.0,89.0,0.04
其他收入,284.0,0.23,-35281.0,-149.13,7859.0,7.97,9889.0,3.98
其他利益及損失淨額,48371.0,38.37,741.0,3.13,-1768.0,-1.79,19152.0,7.71
財務成本淨額,749.0,0.59,-35958.0,-151.99,682.0,0.69,2687.0,1.08
營業外收入及支出合計,47906.0,38.0,-43938.0,-185.72,5410.0,5.48,26443.0,10.64
稅前淨利（淨損）,39143.0,31.05,3728.0,15.76,-3334.0,-3.38,-9022.0,-3.63
所得稅費用（利益）合計,3336.0,2.65,-47666.0,-201.48,-3797.0,-3.85,3267.0,1.31
繼續營業單位本期淨利（淨損）,35807.0,28.4,-47666.0,-201.48,463.0,0.47,-12289.0,-4.94
本期淨利（淨損）,35807.0,28.4,-47666.0,-201.48,463.0,0.47,-12289.0,-4.94
本期綜合損益總額,35807.0,28.4,,,463.0,0.47,-12289.0,-4.94
淨利（損）歸屬於：,,,-47668.0,-201.49,,,,
母公司業主（淨利∕損）,35808.0,28.4,2.0,0.01,459.0,0.47,-12303.0,-4.95
非控制權益（淨利∕損）,-1.0,0.0,-47668.0,-201.49,4.0,0.0,14.0,0.01
母公司業主（綜合損益）,35808.0,28.4,2.0,0.01,459.0,0.47,-12303.0,-4.95
非控制權益（綜合損益）,-1.0,0.0,,,4.0,0.0,14.0,0.01
基本每股盈餘,,,-0.47,,,,,
繼續營業單位淨利（淨損）,0.36,,-0.47,,0.0,,-0.12,
基本每股盈餘,0.36,,,,0.0,,-0.12,
稀釋每股盈餘,,,0.0,,,,,
繼續營業單位淨利（淨損）,0.36,,0.0,,0.0,,0.0,
稀釋每股盈餘,0.36,,,,0.0,,0.0,
