會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,32015.0,52537.0,68209.0,85141.0
本期稅前淨利（淨損）,32015.0,52537.0,68209.0,85141.0
折舊費用,2471.0,4925.0,7337.0,9695.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-36.0,-1.0,-20.0,25.0
利息費用,10.0,21.0,31.0,43.0
利息收入,-367.0,-1392.0,-3183.0,-5721.0
股利收入,-672.0,-893.0,-35093.0,-35093.0
採用權益法認列之關聯企業及合資損失（利益）之份額,0.0,-2082.0,-4094.0,-10498.0
處分及報廢不動產、廠房及設備損失（利益）,1406.0,-9802.0,-9802.0,-9802.0
收益費損項目合計,0.0,-9224.0,-44824.0,-51351.0
強制透過損益按公允價值衡量之金融資產（增加）減少,3630.0,0.0,0.0,0.0
應收帳款（增加）減少,55.0,117.0,2061.0,-2415.0
其他應收款（增加）減少,27130.0,-156.0,-1010.0,-89.0
存貨（增加）減少,-7218.0,48541.0,94805.0,101473.0
預付款項（增加）減少,-100.0,-8691.0,-439.0,37.0
其他流動資產（增加）減少,23497.0,-34.0,-136.0,-242.0
與營業活動相關之資產之淨變動合計,4933.0,39777.0,95281.0,98764.0
合約負債增加（減少）,-219.0,-188.0,-1401.0,-1401.0
應付帳款增加（減少）,2980.0,-194.0,-94.0,-182.0
其他應付款增加（減少）,2767.0,-7597.0,-2023.0,-3505.0
其他流動負債增加（減少）,-37.0,-3115.0,-3118.0,-3116.0
淨確定福利負債增加(減少),10424.0,-179.0,-223.0,-280.0
與營業活動相關之負債之淨變動合計,33921.0,-11273.0,-6859.0,-8484.0
與營業活動相關之資產及負債之淨變動合計,35327.0,28504.0,88422.0,90280.0
調整項目合計,67342.0,19280.0,43598.0,38929.0
營運產生之現金流入（流出）,326.0,71817.0,111807.0,124070.0
收取之利息,180748.0,1245.0,2897.0,5307.0
收取之股利,-10.0,181641.0,215841.0,215841.0
支付之利息,-18410.0,-21.0,-31.0,-43.0
退還（支付）之所得稅,229996.0,-29721.0,-29817.0,-29973.0
營業活動之淨現金流入（流出）,,224961.0,300697.0,315202.0
投資活動之現金流量,-17254.0,,,
取得透過其他綜合損益按公允價值衡量之金融資產,-131700.0,-46243.0,-69290.0,-92955.0
取得按攤銷後成本衡量之金融資產,89200.0,-131700.0,-89200.0,-89200.0
按攤銷後成本衡量之金融資產到期還本,0.0,89200.0,89200.0,89200.0
取得不動產、廠房及設備,0.0,-592.0,-707.0,-707.0
處分不動產、廠房及設備,0.0,9802.0,9802.0,9802.0
取得投資性不動產,-59754.0,0.0,0.0,-170.0
其他非流動資產增加,,0.0,-7941.0,-7941.0
其他非流動資產減少,178.0,-79533.0,-68136.0,0.0
投資活動之淨現金流入（流出）,178.0,,,-91971.0
籌資活動之現金流量,170420.0,386.0,0.0,
短期借款增加,429663.0,386.0,0.0,0.0
短期借款減少,600083.0,145814.0,680.0,0.0
存入保證金增加,600083.0,429663.0,-103800.0,1175.0
