會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,1524820.0,17.8,1344852.0,16.2,1485202.0,17.97,1702701.0,21.11
透過損益按公允價值衡量之金融資產－流動,40450.0,0.47,98577.0,1.19,157804.0,1.91,116691.0,1.45
按攤銷後成本衡量之金融資產－流動,100380.0,1.17,46453.0,0.56,46604.0,0.56,26475.0,0.33
應收票據淨額,20861.0,0.24,24633.0,0.3,24269.0,0.29,24239.0,0.3
應收帳款淨額,929113.0,10.85,900023.0,10.84,841398.0,10.18,712792.0,8.84
應收帳款－關係人淨額,7760.0,0.09,7056.0,0.08,7158.0,0.09,9336.0,0.12
其他應收款淨額,25515.0,0.3,14409.0,0.17,36745.0,0.44,33189.0,0.41
其他應收款－關係人淨額,508.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
存貨,1435333.0,16.76,1429296.0,17.22,1292353.0,15.64,1070075.0,13.27
其他流動資產,47987.0,0.56,37702.0,0.45,32875.0,0.4,27132.0,0.34
流動資產合計,4132727.0,48.25,3903001.0,47.02,3924408.0,47.48,3722630.0,46.15
非流動資產,,,,,,,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,211659.0,2.47,216217.0,2.6,220490.0,2.67,233786.0,2.9
按攤銷後成本衡量之金融資產－非流動,105705.0,1.23,139495.0,1.68,101530.0,1.23,102601.0,1.27
採用權益法之投資,290586.0,3.39,284210.0,3.42,288196.0,3.49,285636.0,3.54
不動產、廠房及設備,3417555.0,39.9,3343717.0,40.28,3311980.0,40.07,3352587.0,41.56
使用權資產,45142.0,0.53,43517.0,0.52,42901.0,0.52,42004.0,0.52
投資性不動產淨額,199495.0,2.33,199658.0,2.41,208764.0,2.53,196741.0,2.44
無形資產,1053.0,0.01,941.0,0.01,848.0,0.01,803.0,0.01
遞延所得稅資產,142186.0,1.66,154336.0,1.86,142238.0,1.72,114857.0,1.42
其他非流動資產,19075.0,0.22,16139.0,0.19,23469.0,0.28,15245.0,0.19
非流動資產合計,4432456.0,51.75,4398230.0,52.98,4340416.0,52.52,4344260.0,53.85
資產總額,8565183.0,100.0,8301231.0,100.0,8264824.0,100.0,8066890.0,100.0
流動負債,,,,,,,,
短期借款,771866.0,9.01,822642.0,9.91,719339.0,8.7,623144.0,7.72
應付短期票券,49979.0,0.58,49982.0,0.6,49990.0,0.6,0.0,0.0
