會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,69793192.0,43.53,66916677.0,47.95,69435335.0,49.54,78001243.0,51.62
透過損益按公允價值衡量之金融資產－流動,21561.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
按攤銷後成本衡量之金融資產－流動,12637034.0,7.88,143650.0,0.1,144731.0,0.1,260574.0,0.17
應收帳款淨額,17214125.0,10.74,16806034.0,12.04,15048379.0,10.74,14003943.0,9.27
應收帳款－關係人淨額,5158545.0,3.22,3954693.0,2.83,4978579.0,3.55,5800257.0,3.84
其他應收款淨額,2681316.0,1.67,3363720.0,2.41,3990389.0,2.85,4642235.0,3.07
存貨,4200322.0,2.62,4695933.0,3.36,3930058.0,2.8,4979359.0,3.3
其他流動資產,494708.0,0.31,400152.0,0.29,411633.0,0.29,464200.0,0.31
流動資產合計,112200803.0,69.99,96280859.0,68.99,97939104.0,69.88,108151811.0,71.57
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,321206.0,0.2,380432.0,0.27,695214.0,0.5,502530.0,0.33
透過其他綜合損益按公允價值衡量之金融資產－非流動,30035259.0,18.73,25373172.0,18.18,23833135.0,17.0,25222349.0,16.69
按攤銷後成本衡量之金融資產－非流動,2253181.0,1.41,2220084.0,1.59,2236787.0,1.6,2203442.0,1.46
採用權益法之投資,4851209.0,3.03,5025050.0,3.6,5319986.0,3.8,5087554.0,3.37
不動產、廠房及設備,4796074.0,2.99,4572551.0,3.28,4479180.0,3.2,4229790.0,2.8
使用權資產,1483238.0,0.93,1411370.0,1.01,1399706.0,1.0,1374157.0,0.91
投資性不動產淨額,1244012.0,0.78,1235188.0,0.89,1213476.0,0.87,1160010.0,0.77
無形資產,1384276.0,0.86,1334433.0,0.96,1892659.0,1.35,2026968.0,1.34
遞延所得稅資產,990682.0,0.62,995419.0,0.71,1012261.0,0.72,997283.0,0.66
其他非流動資產,759980.0,0.47,734891.0,0.53,138721.0,0.1,148874.0,0.1
非流動資產合計,48119117.0,30.01,43282590.0,31.01,42221125.0,30.12,42952957.0,28.43
資產總額,160319920.0,100.0,139563449.0,100.0,140160229.0,100.0,151104768.0,100.0
流動負債,,,,,,,,
