會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,24179214.0,,33321032.0,100.0,32157108.0,100.0,124594602.0,100.0
營業成本合計,18388574.0,,23052316.0,69.18,23551890.0,73.24,91003063.0,73.04
營業毛利（毛損）,5790640.0,,10268716.0,30.82,8605218.0,26.76,33591539.0,26.96
營業毛利（毛損）淨額,5790640.0,,10268716.0,30.82,8605218.0,26.76,33591539.0,26.96
營業費用,,,,,,,,
推銷費用,190675.0,,211297.0,0.63,234544.0,0.73,901611.0,0.72
管理費用,940892.0,,1070344.0,3.21,1015773.0,3.16,4485361.0,3.6
研究發展費用,8382.0,,8119.0,0.02,8269.0,0.03,23666.0,0.02
營業費用合計,1139949.0,,1289760.0,3.87,1258586.0,3.91,5410638.0,4.34
營業利益（損失）,4650691.0,,8978956.0,26.95,7346632.0,22.85,28180901.0,22.62
營業外收入及支出,,,,,,,,
其他收入,154847.0,,1122723.0,3.37,933859.0,2.9,2795272.0,2.24
其他利益及損失淨額,-63762.0,,-322479.0,-0.97,137799.0,0.43,-234863.0,-0.19
財務成本淨額,538695.0,,616328.0,1.85,672562.0,2.09,2460302.0,1.97
採用權益法認列之關聯企業及合資損益之份額淨額,414507.0,,659741.0,1.98,589468.0,1.83,2263413.0,1.82
營業外收入及支出合計,-33103.0,,843657.0,2.53,988564.0,3.07,2363520.0,1.9
稅前淨利（淨損）,4617588.0,,9822613.0,29.48,8335196.0,25.92,30544421.0,24.52
所得稅費用（利益）合計,1752218.0,,2111678.0,6.34,1876545.0,5.84,7900350.0,6.34
繼續營業單位本期淨利（淨損）,2865370.0,,7710935.0,23.14,6458651.0,20.08,22644071.0,18.17
本期淨利（淨損）,2865370.0,,7710935.0,23.14,6458651.0,20.08,22644071.0,18.17
其他綜合損益(淨額),,,,,,,,
不重分類至損益之項目：,,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,2949966.0,,3009009.0,9.03,1249463.0,3.89,93286.0,0.07
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,857.0,,666.0,0.0,193.0,0.0,1420706.0,1.14
與不重分類之項目相關之所得稅,7433.0,,0.0,0.0,0.0,0.0,-168150.0,-0.13
後續可能重分類至損益之項目：,,,,,,,26091.0,0.02
國外營運機構財務報表換算之兌換差額,2517935.0,,-2228662.0,-6.69,-4642924.0,-14.44,,
備供出售金融資產未實現評價損益,0.0,,0.0,0.0,0.0,0.0,-3973489.0,-3.19
現金流量避險中屬有效避險部分之避險工具利益(損失),0.0,,0.0,0.0,0.0,0.0,0.0,0.0
採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,50081.0,,50226.0,0.15,-487475.0,-1.52,0.0,0.0
與可能重分類之項目相關之所得稅,328.0,,0.0,0.0,0.0,0.0,-284799.0,-0.23
其他綜合損益（淨額）,5511078.0,,831239.0,2.49,-3880743.0,-12.07,-1861.0,0.0
本期綜合損益總額,8376448.0,,8542174.0,25.64,2577908.0,8.02,-2936676.0,-2.36
淨利（損）歸屬於：,,,,,,,19707395.0,15.82
母公司業主（淨利／損）,2945170.0,,7064460.0,21.2,5933938.0,18.45,,
非控制權益（淨利／損）,-79800.0,,646475.0,1.94,524713.0,1.63,21180821.0,17.0
母公司業主（綜合損益）,8436811.0,,7853506.0,23.57,2041785.0,6.35,1463250.0,1.17
非控制權益（綜合損益）,-60363.0,,688668.0,2.07,536123.0,1.67,18245179.0,14.64
基本每股盈餘,,,,,,,1462216.0,1.17
繼續營業單位淨利（淨損）,0.69,,1.51,,1.2,,,
基本每股盈餘,0.69,,1.51,,1.2,,4.37,
稀釋每股盈餘,,,,,,,4.37,
繼續營業單位淨利（淨損）,0.69,,1.51,,1.2,,,
稀釋每股盈餘,0.69,,1.51,,1.2,,4.37,
