會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,198401.0,100.0,21831.0,100.0,126721.0,100.0,348843.0,100.0
營業成本合計,190054.0,95.79,18443.0,84.48,124131.0,97.96,346894.0,99.44
營業毛利（毛損）,8347.0,4.21,3388.0,15.52,2590.0,2.04,1949.0,0.56
營業毛利（毛損）淨額,8347.0,4.21,3388.0,15.52,2590.0,2.04,1949.0,0.56
營業費用,,,,,,,,
推銷費用,11625.0,5.86,4460.0,20.43,10459.0,8.25,31633.0,9.07
管理費用,11234.0,5.66,10603.0,48.57,10933.0,8.63,43648.0,12.51
營業費用合計,22859.0,11.52,15063.0,69.0,-409.0,-0.32,-409.0,-0.12
營業利益（損失）,-14512.0,-7.31,,,20983.0,16.56,74872.0,21.46
營業外收入及支出,,,0.0,0.0,-18393.0,-14.51,,
利息收入,782.0,0.39,-11675.0,-53.48,,,0.0,0.0
其他收入,1224.0,0.62,,,963.0,0.76,-72923.0,-20.9
其他利益及損失淨額,0.0,0.0,825.0,3.78,1850.0,1.46,,
財務成本淨額,5287.0,2.66,965.0,4.42,8085.0,6.38,3707.0,1.06
營業外收入及支出合計,-3281.0,-1.65,0.0,0.0,4564.0,3.6,5346.0,1.53
稅前淨利（淨損）,-17793.0,-8.97,3788.0,17.35,6334.0,5.0,-6930.0,-1.99
所得稅費用（利益）合計,3414.0,1.72,-1998.0,-9.15,-12059.0,-9.52,18297.0,5.25
繼續營業單位本期淨利（淨損）,-21207.0,-10.69,-13673.0,-62.63,1247.0,0.98,-16174.0,-4.64
本期淨利（淨損）,-21207.0,-10.69,870.0,3.99,-13306.0,-10.5,-89097.0,-25.54
其他綜合損益(淨額),,,-14543.0,-66.62,-13306.0,-10.5,5531.0,1.59
國外營運機構財務報表換算之兌換差額,326.0,0.16,-14543.0,-66.62,,,-94628.0,-27.13
後續可能重分類至損益之項目：,326.0,0.16,,,0.0,0.0,-94628.0,-27.13
其他綜合損益（淨額）,326.0,0.16,2510.0,11.5,0.0,0.0,,
本期綜合損益總額,-20881.0,-10.52,0.0,0.0,58.0,0.05,2510.0,0.72
淨利（損）歸屬於：,,,2510.0,11.5,58.0,0.05,2510.0,0.72
母公司業主（淨利∕損）,-21207.0,-10.69,-139.0,-0.64,58.0,0.05,117.0,0.03
母公司業主（綜合損益）,-20881.0,-10.52,0.0,0.0,-13248.0,-10.45,0.0,0.0
基本每股盈餘,,,-139.0,-0.64,,,117.0,0.03
基本每股盈餘,-0.21,,2371.0,10.86,-13306.0,-10.5,2627.0,0.75
稀釋每股盈餘,,,-12172.0,-55.76,-13248.0,-10.45,-92001.0,-26.37
稀釋每股盈餘,-0.21,,,,,,,
