會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-17793.0,-31466.0,-43525.0,-89097.0
本期稅前淨利（淨損）,-17793.0,-31466.0,-43525.0,-89097.0
折舊費用,2440.0,4861.0,7308.0,9703.0
攤銷費用,44.0,82.0,107.0,140.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,5287.0,9075.0,-409.0,-409.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-782.0,-1607.0,-8085.0,6930.0
利息費用,0.0,0.0,13639.0,18297.0
利息收入,6989.0,12411.0,-2570.0,-3707.0
股利收入,4344.0,4293.0,-294.0,-294.0
處分及報廢不動產、廠房及設備損失（利益）,14795.0,40434.0,0.0,0.0
不動產、廠房及設備轉列費用數,169300.0,152694.0,9696.0,0.0
其他項目,1450.0,4628.0,-94710.0,0.0
收益費損項目合計,13588.0,4954.0,4370.0,30660.0
強制透過損益按公允價值衡量之金融資產（增加）減少,2201.0,380.0,40776.0,-94710.0
應收票據（增加）減少,-3442.0,1029.0,245661.0,-278.0
應收帳款（增加）減少,-776.0,-1570.0,7056.0,57910.0
存貨（增加）減少,201460.0,206842.0,-36392.0,240022.0
預付款項（增加）減少,-30203.0,-6372.0,-19592.0,-1400.0
其他流動資產（增加）減少,-4104.0,-1201.0,-7195.0,0.0
其他金融資產（增加）減少,-4708.0,-5920.0,-2531.0,-30998.0
取得合約之增額成本（增加）減少,-2490.0,-3180.0,137443.0,-21781.0
履行合約成本（增加）減少,-81.0,-20.0,26879.0,-5830.0
其他營業資產（增加）減少,1563.0,-810.0,-3686.0,-3488.0
與營業活動相關之資產之淨變動合計,-40023.0,-17503.0,18802.0,139447.0
合約負債增加（減少）,161437.0,189339.0,-2673.0,44514.0
應付票據增加（減少）,168426.0,201750.0,47.0,461.0
應付帳款增加（減少）,150633.0,170284.0,-16528.0,9622.0
其他應付款增加（減少）,782.0,1607.0,22841.0,-3573.0
預收款項增加（減少）,-3851.0,-6158.0,160284.0,0.0
其他金融負債增加（減少）,-3414.0,-4284.0,169980.0,-129.0
其他流動負債增加（減少）,144150.0,161449.0,126455.0,-11960.0
與營業活動相關之負債之淨變動合計,,,2570.0,38935.0
與營業活動相關之資產及負債之淨變動合計,-4910.0,736.0,294.0,178382.0
調整項目合計,278.0,-4910.0,-9355.0,209042.0
營運產生之現金流入（流出）,-4632.0,0.0,-5531.0,119945.0
收取之利息,,-463.0,114433.0,3707.0
收取之股利,0.0,-84.0,,294.0
支付之利息,-86560.0,1569.0,736.0,-12678.0
退還（支付）之所得稅,-2664.0,-3152.0,-4910.0,-5531.0
營業活動之淨現金流入（流出）,-89224.0,,-464.0,105737.0
投資活動之現金流量,35.0,0.0,0.0,
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,50329.0,-105775.0,-84.0,736.0
取得不動產、廠房及設備,58289.0,0.0,-753.0,-4910.0
存出保證金增加,108618.0,-3631.0,2531.0,-464.0
取得無形資產,108618.0,159.0,-2944.0,-84.0
