會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,971391.0,2.84,1226147.0,3.55,1149476.0,3.27,805296.0,2.27
透過損益按公允價值衡量之金融資產－流動,2395.0,0.01,14579.0,0.04,70530.0,0.2,26082.0,0.07
透過其他綜合損益按公允價值衡量之金融資產－流動,1880559.0,5.5,1717032.0,4.98,1785815.0,5.09,1729041.0,4.88
按攤銷後成本衡量之金融資產－流動,3000.0,0.01,3000.0,0.01,3000.0,0.01,470342.0,1.33
避險之金融資產－流動,0.0,0.0,0.0,0.0,0.0,0.0,3268971.0,9.22
應收帳款淨額,3573205.0,10.45,3616067.0,10.48,3647560.0,10.39,482649.0,1.36
應收帳款－關係人淨額,425263.0,1.24,470246.0,1.36,551994.0,1.57,6255.0,0.02
其他應收款－關係人淨額,111775.0,0.33,111436.0,0.32,116489.0,0.33,4987857.0,14.07
存貨,3925325.0,11.48,3883679.0,11.25,4303615.0,12.25,3255711.0,9.19
生物資產－流動,3373301.0,9.87,3291734.0,9.54,3353409.0,9.55,903700.0,2.55
其他流動資產,565126.0,1.65,561639.0,1.63,673689.0,1.92,15935904.0,44.97
流動資產合計,14831340.0,43.39,14895559.0,43.16,15655577.0,44.58,,
非流動資產,,,,,,,492716.0,1.39
透過損益按公允價值衡量之金融資產－非流動,0.0,0.0,0.0,0.0,0.0,0.0,132283.0,0.37
透過其他綜合損益按公允價值衡量之金融資產－非流動,533011.0,1.56,510375.0,1.48,466750.0,1.33,769254.0,2.17
按攤銷後成本衡量之金融資產－非流動,0.0,0.0,132849.0,0.38,134159.0,0.38,16151011.0,45.57
採用權益法之投資,582541.0,1.7,603776.0,1.75,704842.0,2.01,478428.0,1.35
不動產、廠房及設備,16814007.0,49.19,16881604.0,48.92,16273940.0,46.34,755542.0,2.13
使用權資產,489326.0,1.43,482388.0,1.4,491833.0,1.4,127439.0,0.36
投資性不動產淨額,256543.0,0.75,256476.0,0.74,755609.0,2.15,596594.0,1.68
遞延所得稅資產,127968.0,0.37,127988.0,0.37,114123.0,0.32,19503267.0,55.03
其他非流動資產,546327.0,1.6,617756.0,1.79,520546.0,1.48,35439171.0,100.0
非流動資產合計,19349723.0,56.61,19613212.0,56.84,19461802.0,55.42,,
資產總額,34181063.0,100.0,34508771.0,100.0,35117379.0,100.0,2640000.0,7.45
流動負債,,,,,,,249851.0,0.71
短期借款,4458912.0,13.04,4294168.0,12.44,3213583.0,9.15,9005.0,0.03
應付短期票券,5849603.0,17.11,5041745.0,14.61,4598807.0,13.1,1760322.0,4.97
透過損益按公允價值衡量之金融負債－流動,14716.0,0.04,6018.0,0.02,23664.0,0.07,251203.0,0.71
