民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年03月31日,104年03月31日,103年12月31日,103年12月31日,103年03月31日,103年03月31日,Unnamed: 7_level_2,Unnamed: 8_level_2
Unnamed: 0_level_3,金額,%,金額,%,金額,%,Unnamed: 7_level_3,Unnamed: 8_level_3
流動資產,,,,,,,,
現金及約當現金,11115984.0,2.55,5392825.0,1.25,8608789.0,2.1,,
備供出售金融資產－流動淨額,87283948.0,20.04,83956324.0,19.49,66048634.0,16.08,,
應收票據淨額,987988.0,0.23,1026818.0,0.24,974458.0,0.24,,
應收帳款淨額,7179266.0,1.65,7350138.0,1.71,7549829.0,1.84,,
應收帳款－關係人淨額,4405466.0,1.01,4225994.0,0.98,4893812.0,1.19,,
其他應收款淨額,1037557.0,0.24,1052161.0,0.24,1301605.0,0.32,,
其他應收款－關係人淨額,28799968.0,6.61,29179344.0,6.77,20412446.0,4.97,,
存貨,19033464.0,4.37,22872390.0,5.31,25004649.0,6.09,,
其他流動資產,4933315.0,1.13,5082721.0,1.18,5339146.0,1.3,,
流動資產合計,164776956.0,37.84,160138715.0,37.17,140133368.0,34.11,,
非流動資產,,,,,,,,
備供出售金融資產－非流動淨額,10464659.0,2.4,10729587.0,2.49,14132857.0,3.44,,
以成本衡量之金融資產－非流動淨額,2462768.0,0.57,2437768.0,0.57,2416168.0,0.59,,
採用權益法之投資淨額,161982691.0,37.19,160240810.0,37.2,155372474.0,37.82,,
不動產、廠房及設備,82805292.0,19.01,83997627.0,19.5,82735370.0,20.14,,
無形資產,579113.0,0.13,601282.0,0.14,625134.0,0.15,,
遞延所得稅資產,1647335.0,0.38,1677266.0,0.39,1712787.0,0.42,,
其他非流動資產,10788765.0,2.48,10979936.0,2.55,13677646.0,3.33,,
非流動資產合計,270730623.0,62.16,270664276.0,62.83,270672436.0,65.89,,
資產總計,435507579.0,100.0,430802991.0,100.0,410805804.0,100.0,,
流動負債,,,,,,,,
短期借款,10923003.0,2.51,13767560.0,3.2,16427489.0,4.0,,
應付帳款,1551414.0,0.36,5454975.0,1.27,2104441.0,0.51,,
應付帳款－關係人,9119588.0,2.09,7358639.0,1.71,11855135.0,2.89,,
其他應付款,2919944.0,0.67,1270407.0,0.29,1304709.0,0.32,,
其他應付款項－關係人,1007355.0,0.23,937159.0,0.22,873549.0,0.21,,
其他流動負債,22653082.0,5.2,19135000.0,4.44,21714094.0,5.29,,
流動負債合計,48174386.0,11.06,47923740.0,11.12,54279417.0,13.21,,
非流動負債,,,,,,,,
應付公司債,51920286.0,11.92,51913453.0,12.05,53900336.0,13.12,,
長期借款,24814923.0,5.7,26944995.0,6.25,20945927.0,5.1,,
遞延所得稅負債,9557168.0,2.19,9412161.0,2.18,7775356.0,1.89,,
其他非流動負債,9372170.0,2.15,9458432.0,2.2,9763970.0,2.38,,
非流動負債合計,95664547.0,21.97,97729041.0,22.69,92385589.0,22.49,,
負債總計,143838933.0,33.03,145652781.0,33.81,146665006.0,35.7,,
歸屬於母公司業主之權益,,,,,,,,
股本,,,,,,,,
普通股股本,63657408.0,14.62,63657408.0,14.78,63657408.0,15.5,,
股本合計,63657408.0,14.62,63657408.0,14.78,63657408.0,15.5,,
資本公積,,,,,,,,
資本公積合計,11277971.0,2.59,11277988.0,2.62,11278180.0,2.75,,
保留盈餘,,,,,,,,
法定盈餘公積,43339205.0,9.95,43339205.0,10.06,41267621.0,10.05,,
特別盈餘公積,39078218.0,8.97,39078218.0,9.07,33508131.0,8.16,,
未分配盈餘（或待彌補虧損）,49709926.0,11.41,46066241.0,10.69,55162906.0,13.43,,
保留盈餘合計,132127349.0,30.34,128483664.0,29.82,129938658.0,31.63,,
其他權益,,,,,,,,
其他權益合計,84605918.0,19.43,81731150.0,18.97,59266552.0,14.43,,
歸屬於母公司業主之權益合計,291668646.0,66.97,285150210.0,66.19,264140798.0,64.3,,
權益總計,291668646.0,66.97,285150210.0,66.19,264140798.0,64.3,,
負債及權益總計,435507579.0,100.0,430802991.0,100.0,410805804.0,100.0,,
待註銷股本股數（單位：股）,0.0,,0.0,,0.0,,,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,0.0,,,
