會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,262927.0,100.0,224684.0,100.0,327675.0,100.0,1106827.0,100.0
營業成本合計,155974.0,59.32,158377.0,70.49,166772.0,50.9,686247.0,62.0
營業毛利（毛損）,106953.0,40.68,66307.0,29.51,160903.0,49.1,420580.0,38.0
營業毛利（毛損）淨額,106953.0,40.68,66307.0,29.51,160903.0,49.1,420580.0,38.0
營業費用,,,,,,,,
推銷費用,75170.0,28.59,89703.0,39.92,87817.0,26.8,311838.0,28.17
管理費用,24344.0,9.26,28186.0,12.54,24316.0,7.42,115778.0,10.46
預期信用減損損失（利益）,-55.0,-0.02,0.0,0.0,0.0,0.0,-475.0,-0.04
營業費用合計,99459.0,37.83,117889.0,52.47,112133.0,34.22,427141.0,38.59
營業利益（損失）,7494.0,2.85,-51582.0,-22.96,48770.0,14.88,-6561.0,-0.59
營業外收入及支出,,,,,,,,
利息收入,105.0,0.04,105.0,0.05,219.0,0.07,987.0,0.09
其他收入,5486.0,2.09,3640.0,1.62,6159.0,1.88,20353.0,1.84
其他利益及損失淨額,2261.0,0.86,-6894.0,-3.07,757.0,0.23,9465.0,0.86
財務成本淨額,13835.0,5.26,13841.0,6.16,14428.0,4.4,57502.0,5.2
採用權益法認列之關聯企業及合資損益之份額淨額,-313.0,-0.12,-3134.0,-1.39,-2880.0,-0.88,-2075.0,-0.19
營業外收入及支出合計,-6296.0,-2.39,-20124.0,-8.96,-10173.0,-3.1,-28772.0,-2.6
稅前淨利（淨損）,1198.0,0.46,-71706.0,-31.91,38597.0,11.78,-35333.0,-3.19
所得稅費用（利益）合計,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,0.14
繼續營業單位本期淨利（淨損）,1198.0,0.46,-71706.0,-31.91,38597.0,11.78,-36918.0,-3.34
本期淨利（淨損）,1198.0,0.46,-71706.0,-31.91,38597.0,11.78,-36918.0,-3.34
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,5684.0,2.16,-9906.0,-4.41,1600.0,0.49,-2161.0,-0.2
不重分類至損益之項目：,5684.0,2.16,-9906.0,-4.41,1600.0,0.49,-2161.0,-0.2
國外營運機構財務報表換算之兌換差額,-507.0,-0.19,314.0,0.14,584.0,0.18,130.0,0.01
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,827.0,0.31,63.0,0.03,117.0,0.04,1762.0,0.16
後續可能重分類至損益之項目：,320.0,0.12,377.0,0.17,701.0,0.21,1892.0,0.17
其他綜合損益（淨額）,6004.0,2.28,-9529.0,-4.24,2301.0,0.7,-269.0,-0.02
本期綜合損益總額,7202.0,2.74,-81235.0,-36.16,40898.0,12.48,-37187.0,-3.36
淨利（損）歸屬於：,,,,,,,,
母公司業主（淨利∕損）,1121.0,0.43,-68130.0,-30.32,39526.0,12.06,-31160.0,-2.82
非控制權益（淨利∕損）,77.0,0.03,-3576.0,-1.59,-929.0,-0.28,-5758.0,-0.52
母公司業主（綜合損益）,7125.0,2.71,-77659.0,-34.56,41827.0,12.76,-31429.0,-2.84
非控制權益（綜合損益）,77.0,0.03,-3576.0,-1.59,-929.0,-0.28,-5758.0,-0.52
基本每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,0.01,,-0.77,,0.45,,-0.35,
基本每股盈餘,0.01,,-0.77,,0.45,,-0.35,
稀釋每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,0.01,,-0.77,,0.45,,-0.35,
稀釋每股盈餘,0.01,,-0.77,,0.45,,-0.35,
