會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,4014799.0,100.0,4157001.0,100.0,4484995.0,100.0,17077888.0,100.0
營業成本合計,3207052.0,79.88,2930059.0,70.48,3561772.0,79.42,12763058.0,74.73
營業毛利（毛損）,807747.0,20.12,1226942.0,29.52,923223.0,20.58,4314830.0,25.27
營業毛利（毛損）淨額,807747.0,20.12,1226942.0,29.52,923223.0,20.58,4314830.0,25.27
營業費用,,,,,,,,
推銷費用,560211.0,13.95,577689.0,13.9,582958.0,13.0,2308556.0,13.52
管理費用,196288.0,4.89,288928.0,6.95,189725.0,4.23,926216.0,5.42
研究發展費用,135125.0,3.37,135055.0,3.25,124217.0,2.77,530747.0,3.11
預期信用減損損失（利益）,-1784.0,-0.04,-1525.0,-0.04,-422.0,-0.01,-3197.0,-0.02
營業費用合計,889840.0,22.16,1000147.0,24.06,896478.0,19.99,3762322.0,22.03
營業利益（損失）,-82093.0,-2.04,226795.0,5.46,26745.0,0.6,552508.0,3.24
營業外收入及支出,,,,,,,,
利息收入,3729.0,0.09,4532.0,0.11,5867.0,0.13,24594.0,0.14
其他收入,1016.0,0.03,1606.0,0.04,1819.0,0.04,6066.0,0.04
其他利益及損失淨額,-48848.0,-1.22,-94846.0,-2.28,23006.0,0.51,-115191.0,-0.67
財務成本淨額,4610.0,0.11,3949.0,0.09,4295.0,0.1,17576.0,0.1
採用權益法認列之關聯企業及合資損益之份額淨額,-28927.0,-0.72,1937.0,0.05,17692.0,0.39,7177.0,0.04
營業外收入及支出合計,-77640.0,-1.93,-90720.0,-2.18,44089.0,0.98,-94930.0,-0.56
稅前淨利（淨損）,-159733.0,-3.98,136075.0,3.27,70834.0,1.58,457578.0,2.68
所得稅費用（利益）合計,151.0,0.0,96381.0,2.32,23278.0,0.52,197196.0,1.15
繼續營業單位本期淨利（淨損）,-159884.0,-3.98,39694.0,0.95,47556.0,1.06,260382.0,1.52
本期淨利（淨損）,-159884.0,-3.98,39694.0,0.95,47556.0,1.06,260382.0,1.52
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-5016.0,-0.12,-9683.0,-0.23,-1925.0,-0.04,20106.0,0.12
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,-4858.0,-0.12,-5309.0,-0.13,452.0,0.01,-16112.0,-0.09
不重分類至損益之項目：,-9874.0,-0.25,-14992.0,-0.36,-1473.0,-0.03,-9376.0,-0.05
國外營運機構財務報表換算之兌換差額,62660.0,1.56,562292.0,13.53,268677.0,5.99,-5382.0,-0.03
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,18198.0,0.45,-3806.0,-0.09,53.0,0.0,587444.0,3.44
與可能重分類之項目相關之所得稅,11522.0,0.29,95207.0,2.29,42297.0,0.94,10500.0,0.06
後續可能重分類至損益之項目：,69336.0,1.73,463279.0,11.14,226433.0,5.05,97156.0,0.57
其他綜合損益（淨額）,59462.0,1.48,448287.0,10.78,224960.0,5.02,500788.0,2.93
本期綜合損益總額,-100422.0,-2.5,487981.0,11.74,272516.0,6.08,495406.0,2.9
淨利（損）歸屬於：,,,,,,,755788.0,4.43
母公司業主（淨利∕損）,-179849.0,-4.48,3321.0,0.08,1885.0,0.04,,
非控制權益（淨利∕損）,19965.0,0.5,36373.0,0.87,45671.0,1.02,109233.0,0.64
母公司業主（綜合損益）,-127917.0,-3.19,453703.0,10.91,202884.0,4.52,151149.0,0.89
非控制權益（綜合損益）,27495.0,0.68,34278.0,0.82,69632.0,1.55,608183.0,3.56
基本每股盈餘,,,,,,,147605.0,0.86
基本每股盈餘,-0.3,,0.01,,0.0,,,
稀釋每股盈餘,,,,,,,0.18,
稀釋每股盈餘,-0.3,,0.01,,0.0,,,
