會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,1103992.0,100.0,1509958.0,100.0,985654.0,100.0,4599041.0,100.0
營業成本合計,998170.0,90.41,1342475.0,88.91,897264.0,91.03,4151392.0,90.27
營業毛利（毛損）,105822.0,9.59,167483.0,11.09,88390.0,8.97,447649.0,9.73
營業毛利（毛損）淨額,105822.0,9.59,167483.0,11.09,88390.0,8.97,447649.0,9.73
營業費用,,,,,,,,
推銷費用,87149.0,7.89,143077.0,9.48,73735.0,7.48,375855.0,8.17
管理費用,7441.0,0.67,36612.0,2.42,7750.0,0.79,60907.0,1.32
營業費用合計,94590.0,8.57,179689.0,11.9,81485.0,8.27,436762.0,9.5
營業利益（損失）,11232.0,1.02,-12206.0,-0.81,6905.0,0.7,10887.0,0.24
營業外收入及支出,,,,,,,,
利息收入,2.0,0.0,53.0,0.0,1.0,0.0,452.0,0.01
其他收入,630.0,0.06,295249.0,19.55,21305.0,2.16,317483.0,6.9
其他利益及損失淨額,33644.0,3.05,58926.0,3.9,28616.0,2.9,100270.0,2.18
財務成本淨額,3970.0,0.36,3745.0,0.25,5243.0,0.53,20898.0,0.45
採用權益法認列之關聯企業及合資損益之份額淨額,4722.0,0.43,36294.0,2.4,16259.0,1.65,50171.0,1.09
營業外收入及支出合計,35028.0,3.17,386777.0,25.62,60938.0,6.18,447478.0,9.73
稅前淨利（淨損）,46260.0,4.19,374571.0,24.81,67843.0,6.88,458365.0,9.97
所得稅費用（利益）合計,7628.0,0.69,13049.0,0.86,10130.0,1.03,31481.0,0.68
繼續營業單位本期淨利（淨損）,38632.0,3.5,361522.0,23.94,57713.0,5.86,426884.0,9.28
本期淨利（淨損）,38632.0,3.5,361522.0,23.94,57713.0,5.86,426884.0,9.28
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-790214.0,-71.58,-1193654.0,-79.05,-566204.0,-57.44,-2086114.0,-45.36
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,-89234.0,-8.08,-130131.0,-8.62,-77695.0,-7.88,-230875.0,-5.02
不重分類至損益之項目：,-879448.0,-79.66,-1323785.0,-87.67,-643899.0,-65.33,-2316989.0,-50.38
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,5321.0,0.48,-7567.0,-0.5,-4181.0,-0.42,-6892.0,-0.15
後續可能重分類至損益之項目：,5321.0,0.48,-7567.0,-0.5,-4181.0,-0.42,-6892.0,-0.15
其他綜合損益（淨額）,-874127.0,-79.18,-1331352.0,-88.17,-648080.0,-65.75,-2323881.0,-50.53
本期綜合損益總額,-835495.0,-75.68,-969830.0,-64.23,-590367.0,-59.9,-1896997.0,-41.25
基本每股盈餘,,,,,,,,
基本每股盈餘,0.26,,2.39,,0.38,,2.83,
稀釋每股盈餘,,,,,,,,
稀釋每股盈餘,0.26,,2.39,,0.38,,2.83,
