會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-27547.0,-61475.0,250039.0,211780.0
本期稅前淨利（淨損）,-27547.0,-61475.0,250039.0,211780.0
折舊費用,3549.0,6868.0,10125.0,13314.0
攤銷費用,375.0,761.0,1150.0,1544.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-5.0,-8.0,-9.0,0.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,5745.0,12587.0,20112.0,-11.0
利息費用,-3.0,-26.0,-26.0,27819.0
利息收入,9661.0,-167.0,-347345.0,-146.0
股利收入,63.0,0.0,308.0,-347383.0
處分及報廢不動產、廠房及設備損失（利益）,-1861.0,20015.0,9516.0,330.0
處分投資性不動產損失（利益）,-289.0,-4.0,-306169.0,9564.0
收益費損項目合計,1559.0,-1896.0,-35.0,-294969.0
應收票據（增加）減少,761.0,-523.0,-1255.0,156.0
應收帳款（增加）減少,15.0,3616.0,-2211.0,-2782.0
其他應收款（增加）減少,248.0,-5442.0,3727.0,-3570.0
存貨（增加）減少,15893.0,-6.0,-5931.0,4951.0
預付款項（增加）減少,-959.0,-4255.0,9.0,-9974.0
其他流動資產（增加）減少,18874.0,26579.0,-5696.0,-27.0
與營業活動相關之資產之淨變動合計,89.0,-3373.0,27605.0,-11246.0
合約負債增加（減少）,-9.0,39600.0,-5166.0,28990.0
應付帳款增加（減少）,33888.0,644.0,49709.0,357.0
其他應付款增加（減少）,34136.0,-19.0,53.0,-5853.0
其他流動負債增加（減少）,43797.0,63431.0,-28.0,-48.0
淨確定福利負債增加(減少),16250.0,59176.0,72173.0,-38.0
與營業活動相關之負債之淨變動合計,3.0,79191.0,66477.0,23408.0
與營業活動相關之資產及負債之淨變動合計,0.0,17716.0,-239692.0,12162.0
調整項目合計,16253.0,26.0,10347.0,-282807.0
營運產生之現金流入（流出）,,167.0,26.0,-71027.0
收取之利息,-1292.0,0.0,347345.0,146.0
收取之股利,875.0,17909.0,0.0,347383.0
退還（支付）之所得稅,-5541.0,,357718.0,0.0
營業活動之淨現金流入（流出）,-220.0,-1507.0,,276502.0
投資活動之現金流量,0.0,10339.0,-17.0,
取得透過其他綜合損益按公允價值衡量之金融資產,-123.0,-76773.0,318.0,-602.0
取得按攤銷後成本衡量之金融資產,-12139.0,0.0,10339.0,4322.0
處分透過損益按公允價值衡量之金融資產,-24220.0,-359.0,-115942.0,10509.0
取得不動產、廠房及設備,-42660.0,0.0,0.0,-162681.0
處分不動產、廠房及設備,,-123.0,-215.0,0.0
存出保證金增加,887500.0,-13187.0,-34231.0,-475.0
存出保證金減少,-644000.0,-35099.0,-143.0,0.0
取得無形資產,0.0,-116709.0,-36845.0,-215.0
取得投資性不動產,-233500.0,,-176736.0,-26236.0
其他非流動資產減少,2340.0,3056500.0,,-47460.0
投資活動之淨現金流入（流出）,417.0,-2598000.0,8902000.0,-222838.0
籌資活動之現金流量,-5492.0,0.0,-8378500.0,
短期借款增加,7265.0,-418500.0,1482500.0,11603000.0
短期借款減少,-19142.0,51110.0,-2261000.0,-10820000.0
應付短期票券增加,38502.0,0.0,75100.0,1482500.0
應付短期票券減少,19360.0,-409.0,-513.0,-2261000.0
舉借長期借款,19360.0,-11936.0,-19326.0,105287.0
