會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,14502132.0,28902029.0,30448320.0,23258596.0
本期稅前淨利（淨損）,14502132.0,28902029.0,30448320.0,23258596.0
折舊費用,8680484.0,17259051.0,25635625.0,34090752.0
攤銷費用,66366.0,132497.0,195989.0,258594.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-242.0,2714.0,-3592.0,3668.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,12458.0,-17120.0,-11525.0,-1819.0
利息費用,417383.0,914941.0,1595626.0,2493407.0
利息收入,-53597.0,-127369.0,-236441.0,-469573.0
股利收入,-215785.0,-1008629.0,-1726640.0,-2019682.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-257127.0,-877691.0,-1406076.0,-1592744.0
處分及報廢不動產、廠房及設備損失（利益）,-315031.0,-306650.0,-423306.0,-386983.0
處分投資性不動產損失（利益）,0.0,0.0,0.0,0.0
處分其他資產損失（利益）,-1635.0,-42754.0,-788983.0,-787950.0
處分待出售非流動資產損失（利益）,-1603676.0,-18391.0,-42887.0,-44561.0
處分投資損失（利益）,0.0,0.0,-15351.0,-51704.0
金融資產減損損失,807241.0,1210641.0,0.0,0.0
非金融資產減損損失,7536839.0,0.0,6479343.0,5881807.0
非金融資產減損迴轉利益,-57982.0,-644067.0,17157.0,26491.0
其他項目,-242819.0,16477173.0,-1967544.0,-1148993.0
收益費損項目合計,-167523.0,126038.0,27301395.0,36250710.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-202064.0,-626769.0,-114866.0,188578.0
避險之金融資產（增加）減少,421.0,-761965.0,-1123775.0,-1457522.0
合約資產（增加）減少,1223035.0,175336.0,594634.0,1134982.0
應收票據（增加）減少,263918.0,209.0,227871.0,335528.0
應收票據－關係人（增加）減少,1911251.0,-818230.0,-70.0,285.0
應收帳款（增加）減少,-9566312.0,330153.0,1945320.0,4206931.0
應收帳款－關係人（增加）減少,-1371382.0,2572774.0,342340.0,301978.0
其他應收款（增加）減少,-8209457.0,-24436514.0,1204841.0,2199970.0
存貨（增加）減少,45764.0,-1788835.0,-23578892.0,-7900052.0
其他流動資產（增加）減少,1032900.0,-25227803.0,-2856841.0,-2191189.0
與營業活動相關之資產之淨變動合計,18393.0,-35703.0,-23359438.0,-3180511.0
避險之金融負債增加（減少）,2970495.0,-844759.0,-42560.0,63619.0
合約負債增加（減少）,207815.0,274757.0,-685683.0,-1122301.0
應付票據增加（減少）,-5503921.0,2409218.0,176576.0,-25695.0
應付帳款增加（減少）,-7598.0,383018.0,-3741317.0,-7646816.0
