會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,1126.0,405644.0,383574.0,380280.0
本期稅前淨利（淨損）,1126.0,405644.0,383574.0,380280.0
折舊費用,328.0,658.0,939.0,1221.0
利息費用,6857.0,24419.0,40848.0,58747.0
利息收入,-2.0,-70.0,-79.0,-578.0
股份基礎給付酬勞成本,-200.0,-2425.0,-950.0,0.0
處分及報廢不動產、廠房及設備損失（利益）,6983.0,-400.0,-2425.0,-950.0
非金融資產減損迴轉利益,16376.0,22182.0,-600.0,-4835.0
其他項目,-66365.0,13814.0,37733.0,-800.0
收益費損項目合計,-10418.0,-97933.0,-22830.0,52805.0
應收帳款（增加）減少,-7900.0,-26096.0,-25971.0,-12080.0
其他應收款（增加）減少,-68307.0,-182191.0,-157027.0,12354.0
其他應收款－關係人（增加）減少,7598.0,-292406.0,-116601.0,-28757.0
存貨（增加）減少,-604.0,173793.0,-333381.0,-140462.0
其他流動資產（增加）減少,-1162.0,-906.0,-655810.0,-138367.0
其他金融資產（增加）減少,-12053.0,-1205.0,388250.0,-350905.0
與營業活動相關之資產之淨變動合計,16001.0,-100007.0,-906.0,-658217.0
合約負債增加（減少）,9780.0,-3487.0,763.0,432076.0
應付票據增加（減少）,-58527.0,8509.0,-100007.0,1245.0
應付帳款增加（減少）,-51544.0,76697.0,108457.0,25819.0
應付帳款－關係人增加（減少）,-50418.0,-215709.0,2433.0,-100007.0
其他應付款增加（減少）,2.0,-193527.0,398990.0,28164.0
其他流動負債增加（減少）,-17985.0,212117.0,-256820.0,12372.0
與營業活動相關之負債之淨變動合計,0.0,70.0,-219087.0,399669.0
與營業活動相關之資產及負債之淨變動合計,-68401.0,-48949.0,164487.0,-258548.0
調整項目合計,,-14457.0,79.0,-205743.0
營運產生之現金流入（流出）,-47.0,148781.0,-80305.0,174537.0
收取之利息,-2000000.0,,-14458.0,578.0
支付之利息,-696.0,-47.0,69803.0,-113641.0
退還（支付）之所得稅,0.0,-2013409.0,,-14594.0
營業活動之淨現金流入（流出）,0.0,-8698.0,-47.0,46880.0
投資活動之現金流量,-2000743.0,0.0,18502.0,
取得不動產、廠房及設備,,-2022154.0,-2013416.0,-47.0
處分不動產、廠房及設備,0.0,,-698.0,18502.0
存出保證金增加,-300.0,0.0,0.0,-2013416.0
其他金融資產增加,48427.0,-294793.0,-1995659.0,-11036.0
投資活動之淨現金流入（流出）,2000000.0,157901.0,,-2005997.0
籌資活動之現金流量,-257.0,2000000.0,0.0,
短期借款增加,2047870.0,-518.0,-294793.0,0.0
短期借款減少,-21274.0,1862590.0,158305.0,-252305.0
應付短期票券減少,124477.0,-10783.0,2000000.0,-33951.0
舉借長期借款,103203.0,124477.0,-780.0,2000000.0
租賃本金償還,103203.0,113694.0,1862732.0,-1045.0
