會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,3018266.0,100.17,2745170.0,100.19,3631903.0,100.15,12596436.0,100.16
銷貨退回,2949.0,0.1,3885.0,0.14,3801.0,0.1,13463.0,0.11
銷貨折讓,2050.0,0.07,1185.0,0.04,1603.0,0.04,6648.0,0.05
銷貨收入淨額,3013267.0,100.0,2740100.0,100.0,3626499.0,100.0,12576325.0,100.0
營業收入合計,3013267.0,100.0,2740100.0,100.0,3626499.0,100.0,12576325.0,100.0
營業成本合計,1709717.0,56.74,1483455.0,54.14,2082035.0,57.41,7031430.0,55.91
營業毛利（毛損）,1303550.0,43.26,1256645.0,45.86,1544464.0,42.59,5544895.0,44.09
未實現銷貨（損）益,-6503.0,-0.22,10048.0,0.37,-6906.0,-0.19,-30389.0,-0.24
營業毛利（毛損）淨額,1310053.0,43.48,1266693.0,46.23,1551370.0,42.78,5575284.0,44.33
營業費用,,,,,,,,
推銷費用,607586.0,20.16,561592.0,20.5,665526.0,18.35,2741965.0,21.8
管理費用,474354.0,15.74,480143.0,17.52,528072.0,14.56,1588315.0,12.63
預期信用減損損失（利益）,13106.0,0.43,80076.0,2.92,-42343.0,-1.17,22522.0,0.18
營業費用合計,1095046.0,36.34,1121811.0,40.94,1151255.0,31.75,4352802.0,34.61
營業利益（損失）,215007.0,7.14,144882.0,5.29,400115.0,11.03,1222482.0,9.72
營業外收入及支出,,,,,,,,
利息收入,43703.0,1.45,39534.0,1.44,39908.0,1.1,164310.0,1.31
其他收入,28466.0,0.94,27930.0,1.02,95274.0,2.63,179967.0,1.43
其他利益及損失淨額,894.0,0.03,4403.0,0.16,40873.0,1.13,42218.0,0.34
財務成本淨額,13745.0,0.46,15146.0,0.55,19115.0,0.53,71964.0,0.57
採用權益法認列之關聯企業及合資損益之份額淨額,41251.0,1.37,38496.0,1.4,148213.0,4.09,273185.0,2.17
營業外收入及支出合計,100569.0,3.34,95217.0,3.47,305153.0,8.41,587716.0,4.67
稅前淨利（淨損）,315576.0,10.47,240099.0,8.76,705268.0,19.45,1810198.0,14.39
所得稅費用（利益）合計,72739.0,2.41,32990.0,1.2,151089.0,4.17,388571.0,3.09
繼續營業單位本期淨利（淨損）,242837.0,8.06,207109.0,7.56,554179.0,15.28,1421627.0,11.3
本期淨利（淨損）,242837.0,8.06,207109.0,7.56,554179.0,15.28,1421627.0,11.3
其他綜合損益(淨額),,,,,,,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,36443.0,1.21,-98904.0,-3.61,-73419.0,-2.02,23357.0,0.19
不重分類至損益之項目：,36443.0,1.21,-98904.0,-3.61,-73419.0,-2.02,-193793.0,-1.54
國外營運機構財務報表換算之兌換差額,344400.0,11.43,-143374.0,-5.23,70897.0,1.95,4671.0,0.04
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,23065.0,0.77,-9598.0,-0.35,4933.0,0.14,-175107.0,-1.39
後續可能重分類至損益之項目：,367465.0,12.19,-152972.0,-5.58,75830.0,2.09,135027.0,1.07
其他綜合損益（淨額）,403908.0,13.4,-251876.0,-9.19,2411.0,0.07,8983.0,0.07
本期綜合損益總額,646745.0,21.46,-44767.0,-1.63,556590.0,15.35,144010.0,1.15
淨利（損）歸屬於：,,,,,,,-31097.0,-0.25
母公司業主（淨利∕損）,226683.0,7.52,195611.0,7.14,511284.0,14.1,1390530.0,11.06
非控制權益（淨利∕損）,16154.0,0.54,11498.0,0.42,42895.0,1.18,,
母公司業主（綜合損益）,589142.0,19.55,-38281.0,-1.4,506546.0,13.97,1309368.0,10.41
非控制權益（綜合損益）,57603.0,1.91,-6486.0,-0.24,50044.0,1.38,112259.0,0.89
基本每股盈餘,,,,,,,1263976.0,10.05
繼續營業單位淨利（淨損）,1.01,,0.87,,2.27,,126554.0,1.01
基本每股盈餘,1.01,,0.87,,2.27,,,
稀釋每股盈餘,,,,,,,5.82,
繼續營業單位淨利（淨損）,1.01,,0.87,,2.27,,5.82,
稀釋每股盈餘,1.01,,0.87,,2.27,,,
