會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,524895.0,100.0,574967.0,100.0,552917.0,100.0,2151511.0,100.0
營業成本合計,378600.0,72.13,404937.0,70.43,385985.0,69.81,1533642.0,71.28
營業毛利（毛損）,146295.0,27.87,170030.0,29.57,166932.0,30.19,617869.0,28.72
營業毛利（毛損）淨額,146295.0,27.87,170030.0,29.57,166932.0,30.19,617869.0,28.72
營業費用,,,,,,,,
推銷費用,6020.0,1.15,5507.0,0.96,6099.0,1.1,22911.0,1.06
管理費用,31497.0,6.0,32569.0,5.66,33306.0,6.02,122384.0,5.69
研究發展費用,28096.0,5.35,29059.0,5.05,29786.0,5.39,114271.0,5.31
營業費用合計,65613.0,12.5,67135.0,11.68,69191.0,12.51,259566.0,12.06
營業利益（損失）,80682.0,15.37,102895.0,17.9,97741.0,17.68,358303.0,16.65
營業外收入及支出,,,,,,,,
利息收入,1237.0,0.24,3433.0,0.6,6746.0,1.22,24220.0,1.13
其他收入,386.0,0.07,502.0,0.09,1038.0,0.19,2410.0,0.11
其他利益及損失淨額,54130.0,10.31,65260.0,11.35,96566.0,17.46,178152.0,8.28
財務成本淨額,2077.0,0.4,2070.0,0.36,2055.0,0.37,8242.0,0.38
營業外收入及支出合計,53676.0,10.23,67125.0,11.67,102295.0,18.5,196540.0,9.13
稅前淨利（淨損）,134358.0,25.6,170020.0,29.57,200036.0,36.18,554843.0,25.79
所得稅費用（利益）合計,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.03
繼續營業單位本期淨利（淨損）,134358.0,25.6,170020.0,29.57,200036.0,36.18,554288.0,25.76
本期淨利（淨損）,134358.0,25.6,170020.0,29.57,200036.0,36.18,554288.0,25.76
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,3731.0,0.71,-4169.0,-0.73,-524.0,-0.09,33545.0,1.56
不重分類至損益之項目：,3731.0,0.71,-4169.0,-0.73,-524.0,-0.09,-2431.0,-0.11
其他綜合損益（淨額）,3731.0,0.71,-4169.0,-0.73,-524.0,-0.09,31114.0,1.45
本期綜合損益總額,138089.0,26.31,165851.0,28.85,199512.0,36.08,31114.0,1.45
淨利（損）歸屬於：,,,,,,,585402.0,27.21
母公司業主（淨利∕損）,133105.0,25.36,168322.0,29.28,198806.0,35.96,,
非控制權益（淨利∕損）,1253.0,0.24,1698.0,0.3,1230.0,0.22,550228.0,25.57
母公司業主（綜合損益）,136839.0,26.07,164130.0,28.55,198260.0,35.86,4060.0,0.19
非控制權益（綜合損益）,1250.0,0.24,1721.0,0.3,1252.0,0.23,581309.0,27.02
基本每股盈餘,,,,,,,4093.0,0.19
繼續營業單位淨利（淨損）,0.85,,1.08,,1.27,,,
基本每股盈餘,0.85,,1.08,,1.27,,3.53,
稀釋每股盈餘,,,,,,,3.53,
繼續營業單位淨利（淨損）,0.85,,1.07,,1.26,,,
稀釋每股盈餘,0.85,,1.07,,1.26,,3.48,
