會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,1097070.0,,1376035.0,100.0,1059071.0,100.0,,
營業成本合計,887220.0,,1037605.0,75.41,874674.0,82.59,,
營業毛利（毛損）,209850.0,,338430.0,24.59,184397.0,17.41,,
營業毛利（毛損）淨額,209850.0,,338430.0,24.59,184397.0,17.41,,
營業費用,,,,,,,,
推銷費用,36276.0,,35629.0,2.59,28955.0,2.73,,
管理費用,49944.0,,57165.0,4.15,43563.0,4.11,,
預期信用減損損失（利益）,434.0,,3329.0,0.24,8701.0,0.82,,
營業費用合計,86654.0,,96123.0,6.99,81219.0,7.67,,
營業利益（損失）,123196.0,,242307.0,17.61,103178.0,9.74,,
營業外收入及支出,,,,,,,,
利息收入,8752.0,,14567.0,1.06,14546.0,1.37,,
其他收入,2701.0,,12801.0,0.93,7189.0,0.68,,
其他利益及損失淨額,4512.0,,3801.0,0.28,-18973.0,-1.79,,
財務成本淨額,255.0,,244.0,0.02,1049.0,0.1,,
營業外收入及支出合計,15710.0,,30925.0,2.25,1713.0,0.16,,
稅前淨利（淨損）,138906.0,,273232.0,19.86,104891.0,9.9,,
所得稅費用（利益）合計,32777.0,,62433.0,4.54,30259.0,2.86,,
繼續營業單位本期淨利（淨損）,106129.0,,210799.0,15.32,74632.0,7.05,,
本期淨利（淨損）,106129.0,,210799.0,15.32,74632.0,7.05,,
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,86659.0,,39130.0,2.84,81551.0,7.7,,
後續可能重分類至損益之項目：,86659.0,,39130.0,2.84,81551.0,7.7,,
其他綜合損益（淨額）,86659.0,,39130.0,2.84,81551.0,7.7,,
本期綜合損益總額,192788.0,,249929.0,18.16,156183.0,14.75,,
淨利（損）歸屬於：,,,,,,,,
母公司業主（淨利∕損）,119059.0,,189665.0,13.78,61975.0,5.85,,
非控制權益（淨利∕損）,-12930.0,,21134.0,1.54,12657.0,1.2,,
母公司業主（綜合損益）,176705.0,,215691.0,15.67,116226.0,10.97,,
非控制權益（綜合損益）,16083.0,,34238.0,2.49,39957.0,3.77,,
基本每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,0.35,,0.55,,0.18,,,
基本每股盈餘,0.35,,0.55,,0.18,,,
稀釋每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,0.35,,0.55,,0.18,,,
稀釋每股盈餘,0.35,,0.55,,0.18,,,
