會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,5790996.0,100.0,5599257.0,100.0,5106989.0,100.0,21968232.0,100.0
營業成本合計,4599472.0,79.42,4647281.0,83.0,4691413.0,91.86,19556386.0,89.02
營業毛利（毛損）,1191524.0,20.58,951976.0,17.0,415576.0,8.14,2411846.0,10.98
營業毛利（毛損）淨額,1191524.0,20.58,951976.0,17.0,415576.0,8.14,2411846.0,10.98
營業費用,,,,,,,,
推銷費用,380056.0,6.56,385696.0,6.89,290832.0,5.69,1171202.0,5.33
管理費用,223409.0,3.86,214969.0,3.84,208828.0,4.09,836384.0,3.81
研究發展費用,8944.0,0.15,13564.0,0.24,10091.0,0.2,40547.0,0.18
營業費用合計,612409.0,10.58,614229.0,10.97,509751.0,9.98,2048133.0,9.32
營業利益（損失）,579115.0,10.0,337747.0,6.03,-94175.0,-1.84,363713.0,1.66
營業外收入及支出,,,,,,,,
利息收入,2179.0,0.04,6611.0,0.12,12761.0,0.25,49003.0,0.22
其他收入,165376.0,2.86,115164.0,2.06,241995.0,4.74,592145.0,2.7
其他利益及損失淨額,112559.0,1.94,102829.0,1.84,126886.0,2.48,283706.0,1.29
財務成本淨額,35873.0,0.62,44296.0,0.79,57258.0,1.12,213843.0,0.97
採用權益法認列之關聯企業及合資損益之份額淨額,157649.0,2.72,95918.0,1.71,58387.0,1.14,341081.0,1.55
營業外收入及支出合計,401890.0,6.94,276226.0,4.93,382771.0,7.5,1052092.0,4.79
稅前淨利（淨損）,981005.0,16.94,613973.0,10.97,288596.0,5.65,1415805.0,6.44
所得稅費用（利益）合計,213097.0,3.68,185075.0,3.31,-13572.0,-0.27,224047.0,1.02
繼續營業單位本期淨利（淨損）,767908.0,13.26,428898.0,7.66,302168.0,5.92,1191758.0,5.42
本期淨利（淨損）,767908.0,13.26,428898.0,7.66,302168.0,5.92,1191758.0,5.42
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,133303.0,2.3,-397425.0,-7.1,-311706.0,-6.1,84204.0,0.38
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,-3094.0,-0.05,25708.0,0.46,-1461.0,-0.03,-621378.0,-2.83
不重分類至損益之項目：,130209.0,2.25,-371717.0,-6.64,-313167.0,-6.13,35119.0,0.16
國外營運機構財務報表換算之兌換差額,233032.0,4.02,176234.0,3.15,371505.0,7.27,16842.0,0.08
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,62831.0,1.08,5214.0,0.09,43349.0,0.85,-518897.0,-2.36
後續可能重分類至損益之項目：,295863.0,5.11,181448.0,3.24,414854.0,8.12,491925.0,2.24
其他綜合損益（淨額）,426072.0,7.36,-190269.0,-3.4,101687.0,1.99,84501.0,0.38
本期綜合損益總額,1193980.0,20.62,238629.0,4.26,403855.0,7.91,576426.0,2.62
淨利（損）歸屬於：,,,,,,,57529.0,0.26
母公司業主（淨利∕損）,758235.0,13.09,418417.0,7.47,296280.0,5.8,1249287.0,5.69
非控制權益（淨利∕損）,9673.0,0.17,10481.0,0.19,5888.0,0.12,,
母公司業主（綜合損益）,1176698.0,20.32,222999.0,3.98,385991.0,7.56,1157904.0,5.27
非控制權益（綜合損益）,17282.0,0.3,15630.0,0.28,17864.0,0.35,33854.0,0.15
基本每股盈餘,,,,,,,1197596.0,5.45
繼續營業單位淨利（淨損）,0.46,,0.25,,0.18,,51691.0,0.24
基本每股盈餘,0.46,,0.25,,0.18,,,
稀釋每股盈餘,,,,,,,0.7,
繼續營業單位淨利（淨損）,0.46,,0.25,,0.18,,0.7,
稀釋每股盈餘,0.46,,0.25,,0.18,,,
