會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入淨額,17037990.0,85.98,17556109.0,87.49,17847395.0,87.47,69663113.0,87.48
其他營業收入淨額,2777688.0,14.02,2509978.0,12.51,2557122.0,12.53,9972765.0,12.52
營業收入合計,19815678.0,100.0,20066087.0,100.0,20404517.0,100.0,79635878.0,100.0
銷貨成本,14802045.0,74.7,15053990.0,75.02,15761569.0,77.25,60979239.0,76.57
其他營業成本,2072868.0,10.46,1950754.0,9.72,1922739.0,9.42,7538681.0,9.47
營業成本合計,16874913.0,85.16,17004744.0,84.74,17684308.0,86.67,68517920.0,86.04
生物資產當期公允價值減出售成本之變動利益(損失),114.0,0.0,-1070.0,-0.01,-14.0,0.0,-2403.0,0.0
營業毛利（毛損）,2940879.0,14.84,3060273.0,15.25,2720195.0,13.33,11115555.0,13.96
營業毛利（毛損）淨額,2940879.0,14.84,3060273.0,15.25,2720195.0,13.33,11115555.0,13.96
營業費用,,,,,,,,
推銷費用,1427891.0,7.21,1430604.0,7.13,1437530.0,7.05,5619924.0,7.06
管理費用,929627.0,4.69,911581.0,4.54,971588.0,4.76,3794503.0,4.76
研究發展費用,151960.0,0.77,148719.0,0.74,159159.0,0.78,554228.0,0.7
營業費用合計,2509478.0,12.66,2490904.0,12.41,2568277.0,12.59,9968655.0,12.52
營業利益（損失）,431401.0,2.18,569369.0,2.84,151918.0,0.74,1146900.0,1.44
營業外收入及支出,,,,,,,,
利息收入,32317.0,0.16,52637.0,0.26,80640.0,0.4,264015.0,0.33
其他收入,70992.0,0.36,170375.0,0.85,1094884.0,5.37,1540447.0,1.93
其他利益及損失淨額,-5661.0,-0.03,-936.0,0.0,83896.0,0.41,-93139.0,-0.12
財務成本淨額,134167.0,0.68,194642.0,0.97,249769.0,1.22,862303.0,1.08
採用權益法認列之關聯企業及合資損益之份額淨額,224322.0,1.13,382185.0,1.9,682801.0,3.35,1590502.0,2.0
營業外收入及支出合計,187803.0,0.95,409619.0,2.04,1692452.0,8.29,2439522.0,3.06
稅前淨利（淨損）,619204.0,3.12,978988.0,4.88,1844370.0,9.04,3586422.0,4.5
所得稅費用（利益）合計,216359.0,1.09,293612.0,1.46,130754.0,0.64,739844.0,0.93
繼續營業單位本期淨利（淨損）,402845.0,2.03,685376.0,3.42,1713616.0,8.4,2846578.0,3.57
本期淨利（淨損）,402845.0,2.03,685376.0,3.42,1713616.0,8.4,2846578.0,3.57
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,3495052.0,17.64,-1793655.0,-8.94,469112.0,2.3,-200189.0,-0.25
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,147977.0,0.75,-265975.0,-1.33,73510.0,0.36,1919191.0,2.41
不重分類至損益之項目：,3643029.0,18.38,-2059630.0,-10.26,542622.0,2.66,50068.0,0.06
國外營運機構財務報表換算之兌換差額,1214566.0,6.13,154552.0,0.77,1218193.0,5.97,1769070.0,2.22
避險工具之損益,0.0,0.0,0.0,0.0,0.0,0.0,1754694.0,2.2
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,137512.0,0.69,16341.0,0.08,47050.0,0.23,0.0,0.0
後續可能重分類至損益之項目：,1352078.0,6.82,170893.0,0.85,1265243.0,6.2,259841.0,0.33
其他綜合損益（淨額）,4995107.0,25.21,-1888737.0,-9.41,1807865.0,8.86,2014535.0,2.53
本期綜合損益總額,5397952.0,27.24,-1203361.0,-6.0,3521481.0,17.26,3783605.0,4.75
淨利（損）歸屬於：,,,,,,,6630183.0,8.33
母公司業主（淨利∕損）,244446.0,1.23,519073.0,2.59,1462015.0,7.17,,
非控制權益（淨利∕損）,158399.0,0.8,166303.0,0.83,251601.0,1.23,2169510.0,2.72
母公司業主（綜合損益）,4927658.0,24.87,-1228400.0,-6.12,3134128.0,15.36,677068.0,0.85
非控制權益（綜合損益）,470294.0,2.37,25039.0,0.12,387353.0,1.9,5726038.0,7.19
基本每股盈餘,,,,,,,904145.0,1.14
繼續營業單位淨利（淨損）,0.15,,0.31,,0.88,,,
基本每股盈餘,0.15,,0.31,,0.88,,1.31,
稀釋每股盈餘,,,,,,,1.31,
繼續營業單位淨利（淨損）,0.15,,0.31,,0.88,,,
稀釋每股盈餘,0.15,,0.31,,0.88,,1.31,
