會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,11411925.0,100.0,11958261.0,100.0,10530358.0,100.0,43859066.0,100.0
營業成本合計,9048990.0,79.29,10180561.0,85.13,10202663.0,96.89,39390738.0,89.81
營業毛利（毛損）,2362935.0,20.71,1777700.0,14.87,327695.0,3.11,4468328.0,10.19
營業毛利（毛損）淨額,2362935.0,20.71,1777700.0,14.87,327695.0,3.11,4468328.0,10.19
營業費用,,,,,,,,
推銷費用,776953.0,6.81,778193.0,6.51,731489.0,6.95,2888004.0,6.58
管理費用,367739.0,3.22,356242.0,2.98,305434.0,2.9,1406649.0,3.21
研究發展費用,217454.0,1.91,250508.0,2.09,287502.0,2.73,1030615.0,2.35
預期信用減損損失（利益）,38875.0,0.34,-21195.0,-0.18,-2525.0,-0.02,49818.0,0.11
營業費用合計,1401021.0,12.28,1363748.0,11.4,1321900.0,12.55,5375086.0,12.26
其他收益及費損淨額,,,,,,,,
其他收益及費損淨額,-86.0,0.0,67275.0,0.56,15219.0,0.14,148034.0,0.34
營業利益（損失）,961828.0,8.43,481227.0,4.02,-978986.0,-9.3,-758724.0,-1.73
營業外收入及支出,,,,,,,,
利息收入,14977.0,0.13,17403.0,0.15,20943.0,0.2,73139.0,0.17
其他收入,182543.0,1.6,205066.0,1.71,222254.0,2.11,825377.0,1.88
其他利益及損失淨額,17609.0,0.15,-196950.0,-1.65,-212050.0,-2.01,-369495.0,-0.84
財務成本淨額,95736.0,0.84,127872.0,1.07,162651.0,1.54,538552.0,1.23
預期信用減損損失（利益）,3742.0,0.03,20.0,0.0,13807.0,0.13,17552.0,0.04
採用權益法認列之關聯企業及合資損益之份額淨額,307876.0,2.7,576917.0,4.82,292494.0,2.78,1387013.0,3.16
營業外收入及支出合計,423527.0,3.71,474544.0,3.97,147183.0,1.4,1359930.0,3.1
稅前淨利（淨損）,1385355.0,12.14,955771.0,7.99,-831803.0,-7.9,601206.0,1.37
所得稅費用（利益）合計,204635.0,1.79,326740.0,2.73,701188.0,6.66,1302864.0,2.97
繼續營業單位本期淨利（淨損）,1180720.0,10.35,629031.0,5.26,-1532991.0,-14.56,-701658.0,-1.6
停業單位損益,,,,,,,,
停業單位損益合計,8621.0,0.08,7156.0,0.06,-90942.0,-0.86,-121216.0,-0.28
本期淨利（淨損）,1189341.0,10.42,636187.0,5.32,-1623933.0,-15.42,-822874.0,-1.88
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,38217.0,0.33,-99399.0,-0.83,-57565.0,-0.55,-118825.0,-0.27
與不重分類之項目相關之所得稅,0.0,0.0,0.0,0.0,0.0,0.0,-105797.0,-0.24
不重分類至損益之項目：,38217.0,0.33,-99399.0,-0.83,-57565.0,-0.55,-23765.0,-0.05
國外營運機構財務報表換算之兌換差額,1951734.0,17.1,-919718.0,-7.69,458561.0,4.35,-200857.0,-0.46
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,236278.0,2.07,-296228.0,-2.48,-150434.0,-1.43,876862.0,2.0
與可能重分類之項目相關之所得稅,0.0,0.0,0.0,0.0,0.0,0.0,-230280.0,-0.53
後續可能重分類至損益之項目：,2188012.0,19.17,-1215946.0,-10.17,308127.0,2.93,0.0,0.0
其他綜合損益（淨額）,2226229.0,19.51,-1315345.0,-11.0,250562.0,2.38,646582.0,1.47
本期綜合損益總額,3415570.0,29.93,-679158.0,-5.68,-1373371.0,-13.04,445725.0,1.02
淨利（損）歸屬於：,,,,,,,-377149.0,-0.86
母公司業主（淨利∕損）,1145578.0,10.04,612282.0,5.12,-1499336.0,-14.24,,
非控制權益（淨利∕損）,43763.0,0.38,23905.0,0.2,-124597.0,-1.18,-720576.0,-1.64
母公司業主（綜合損益）,3226161.0,28.27,-622149.0,-5.2,-1262941.0,-11.99,-102298.0,-0.23
非控制權益（綜合損益）,189409.0,1.66,-57009.0,-0.48,-110430.0,-1.05,-313267.0,-0.71
基本每股盈餘,,,,,,,-63882.0,-0.15
繼續營業單位淨利（淨損）,0.39,,0.21,,-0.48,,,
停業單位淨利（淨損）,0.0,,0.0,,-0.03,,-0.21,
基本每股盈餘,0.39,,0.21,,-0.51,,-0.04,
稀釋每股盈餘,,,,,,,-0.25,
繼續營業單位淨利（淨損）,0.39,,0.21,,-0.48,,,
停業單位淨利（淨損）,0.0,,0.0,,-0.03,,0.0,
稀釋每股盈餘,0.39,,0.21,,-0.51,,0.0,
