會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,766168.0,102.53,851831.0,102.19,720452.0,102.46,3074520.0,102.27
銷貨退回,6151.0,0.82,13966.0,1.68,8626.0,1.23,38799.0,1.29
銷貨折讓,12768.0,1.71,14469.0,1.74,12893.0,1.83,51897.0,1.73
銷貨收入淨額,747249.0,100.0,823396.0,98.78,698933.0,99.4,2983824.0,99.25
營業收入合計,747249.0,100.0,10169.0,1.22,4236.0,0.6,22584.0,0.75
銷貨成本,558187.0,74.7,10169.0,1.22,4236.0,0.6,3006408.0,100.0
營業成本合計,558187.0,74.7,833565.0,100.0,703169.0,100.0,2129001.0,70.82
營業毛利（毛損）,189062.0,25.3,555762.0,66.67,519624.0,73.9,14290.0,0.48
營業毛利（毛損）淨額,189062.0,25.3,6471.0,0.78,2747.0,0.39,2143291.0,71.29
營業費用,,,6471.0,0.78,2747.0,0.39,863117.0,28.71
推銷費用,82673.0,11.06,562233.0,67.45,522371.0,74.29,863117.0,28.71
管理費用,57943.0,7.75,271332.0,32.55,180798.0,25.71,,
研究發展費用,5500.0,0.74,271332.0,32.55,180798.0,25.71,330267.0,10.99
預期信用減損損失（利益）,-99.0,-0.01,,,,,236649.0,7.87
營業費用合計,146017.0,19.54,100359.0,12.04,80740.0,11.48,25700.0,0.85
營業利益（損失）,43045.0,5.76,59214.0,7.1,55166.0,7.85,23630.0,0.79
營業外收入及支出,,,6281.0,0.75,6643.0,0.94,616246.0,20.5
利息收入,1152.0,0.15,26.0,0.0,3684.0,0.52,246871.0,8.21
其他收入,643.0,0.09,165880.0,19.9,146233.0,20.8,,
其他利益及損失淨額,4855.0,0.65,105452.0,12.65,34565.0,4.92,8669.0,0.29
財務成本淨額,12237.0,1.64,,,,,3951.0,0.13
採用權益法認列之關聯企業及合資損益之份額淨額,-30879.0,-4.13,1711.0,0.21,1823.0,0.26,-217816.0,-7.25
營業外收入及支出合計,-36466.0,-4.88,728.0,0.09,1852.0,0.26,34564.0,1.15
稅前淨利（淨損）,6579.0,0.88,-58288.0,-6.99,20728.0,2.95,-62065.0,-2.06
所得稅費用（利益）合計,17462.0,2.34,2433.0,0.29,16269.0,2.31,-301825.0,-10.04
繼續營業單位本期淨利（淨損）,-10883.0,-1.46,-2162.0,-0.26,7000.0,1.0,-54954.0,-1.83
本期淨利（淨損）,-10883.0,-1.46,-60444.0,-7.25,15134.0,2.15,133289.0,4.43
其他綜合損益(淨額),,,45008.0,5.4,49699.0,7.07,-188243.0,-6.26
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,53.0,0.01,113934.0,13.67,-8862.0,-1.26,-188243.0,-6.26
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,381.0,0.05,-68926.0,-8.27,58561.0,8.33,,
與不重分類之項目相關之所得稅,0.0,0.0,-68926.0,-8.27,58561.0,8.33,15063.0,0.5
不重分類至損益之項目：,434.0,0.06,,,,,-2036.0,-0.07
國外營運機構財務報表換算之兌換差額,77689.0,10.4,-1061.0,-0.13,265.0,0.04,-26999.0,-0.9
與可能重分類之項目相關之所得稅,0.0,0.0,-12567.0,-1.51,-19573.0,-2.78,0.0,0.0
後續可能重分類至損益之項目：,77689.0,10.4,0.0,0.0,0.0,0.0,-13972.0,-0.46
其他綜合損益（淨額）,78123.0,10.45,-13628.0,-1.63,-19308.0,-2.75,23221.0,0.77
本期綜合損益總額,67240.0,9.0,-21443.0,-2.57,31990.0,4.55,4644.0,0.15
淨利（損）歸屬於：,,,0.0,0.0,-253.0,-0.04,18577.0,0.62
母公司業主（淨利∕損）,-10883.0,-1.46,-21443.0,-2.57,0.0,0.0,4605.0,0.15
非控制權益（淨利∕損）,0.0,0.0,-35071.0,-4.21,31737.0,4.51,-183638.0,-6.11
母公司業主（綜合損益）,67240.0,9.0,-103997.0,-12.48,12429.0,1.77,,
非控制權益（綜合損益）,0.0,0.0,,,70990.0,10.1,-188243.0,-6.26
基本每股盈餘,,,-68926.0,-8.27,,,0.0,0.0
基本每股盈餘,-0.03,,0.0,0.0,58561.0,8.33,-183638.0,-6.11
