會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,1042978.0,100.0,1468766.0,100.0,1483869.0,100.0,5285957.0,100.0
營業成本合計,792310.0,75.97,1165645.0,79.36,1150243.0,77.52,4112724.0,77.8
營業毛利（毛損）,250668.0,24.03,303121.0,20.64,333626.0,22.48,1173233.0,22.2
營業毛利（毛損）淨額,250668.0,24.03,303121.0,20.64,333626.0,22.48,1173233.0,22.2
營業費用,,,,,,,,
推銷費用,28990.0,2.78,30922.0,2.11,29994.0,2.02,116955.0,2.21
管理費用,108898.0,10.44,117551.0,8.0,129393.0,8.72,471218.0,8.91
研究發展費用,147044.0,14.1,149152.0,10.15,149465.0,10.07,593903.0,11.24
預期信用減損損失（利益）,-1228.0,-0.12,2823.0,0.19,12029.0,0.81,14536.0,0.27
營業費用合計,283704.0,27.2,300448.0,20.46,320881.0,21.62,1196612.0,22.64
營業利益（損失）,-33036.0,-3.17,2673.0,0.18,12745.0,0.86,-23379.0,-0.44
營業外收入及支出,,,,,,,,
利息收入,874.0,0.08,2550.0,0.17,3868.0,0.26,24110.0,0.46
其他收入,6960.0,0.67,9615.0,0.65,17087.0,1.15,39865.0,0.75
其他利益及損失淨額,13898.0,1.33,44303.0,3.02,173275.0,11.68,160669.0,3.04
財務成本淨額,1083.0,0.1,1211.0,0.08,1375.0,0.09,5524.0,0.1
採用權益法認列之關聯企業及合資損益之份額淨額,123.0,0.01,3714.0,0.25,3358.0,0.23,10135.0,0.19
營業外收入及支出合計,20772.0,1.99,58971.0,4.02,196213.0,13.22,229255.0,4.34
稅前淨利（淨損）,-12264.0,-1.18,61644.0,4.2,208958.0,14.08,205876.0,3.89
所得稅費用（利益）合計,475.0,0.05,17939.0,1.22,19247.0,1.3,32701.0,0.62
繼續營業單位本期淨利（淨損）,-12739.0,-1.22,43705.0,2.98,189711.0,12.78,173175.0,3.28
本期淨利（淨損）,-12739.0,-1.22,43705.0,2.98,189711.0,12.78,173175.0,3.28
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,23058.0,2.21,-82712.0,-5.63,20618.0,1.39,9129.0,0.17
不重分類至損益之項目：,23058.0,2.21,-82712.0,-5.63,20618.0,1.39,-101012.0,-1.91
國外營運機構財務報表換算之兌換差額,151337.0,14.51,1983.0,0.14,17768.0,1.2,1826.0,0.03
後續可能重分類至損益之項目：,151337.0,14.51,1983.0,0.14,17768.0,1.2,-93709.0,-1.77
其他綜合損益（淨額）,174395.0,16.72,-80729.0,-5.5,38386.0,2.59,135199.0,2.56
本期綜合損益總額,161656.0,15.5,-37024.0,-2.52,228097.0,15.37,135199.0,2.56
淨利（損）歸屬於：,,,,,,,41490.0,0.78
母公司業主（淨利∕損）,-21632.0,-2.07,31417.0,2.14,169967.0,11.45,214665.0,4.06
非控制權益（淨利∕損）,8893.0,0.85,12288.0,0.84,19744.0,1.33,,
母公司業主（綜合損益）,140289.0,13.45,-35852.0,-2.44,205110.0,13.82,135363.0,2.56
非控制權益（綜合損益）,21367.0,2.05,-1172.0,-0.08,22987.0,1.55,37812.0,0.72
基本每股盈餘,,,,,,,180272.0,3.41
繼續營業單位淨利（淨損）,-0.08,,0.11,,0.6,,34393.0,0.65
基本每股盈餘,-0.08,,0.11,,0.6,,,
稀釋每股盈餘,,,,,,,0.48,
繼續營業單位淨利（淨損）,-0.08,,0.11,,0.6,,0.48,
稀釋每股盈餘,-0.08,,0.11,,0.6,,,
