會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,4537106.0,100.0,5500568.0,100.0,4198240.0,100.0,18176626.0,100.0
營業成本合計,3949300.0,87.04,5123421.0,93.14,4364426.0,103.96,17305359.0,95.21
營業毛利（毛損）,587806.0,12.96,377147.0,6.86,-166186.0,-3.96,871267.0,4.79
營業毛利（毛損）淨額,587806.0,12.96,377147.0,6.86,-166186.0,-3.96,871267.0,4.79
營業費用,,,,,,,,
推銷費用,105809.0,2.33,101603.0,1.85,87527.0,2.08,365829.0,2.01
管理費用,311821.0,6.87,279643.0,5.08,266132.0,6.34,1229326.0,6.76
研究發展費用,7794.0,0.17,11336.0,0.21,7536.0,0.18,34136.0,0.19
預期信用減損損失（利益）,2.0,0.0,11664.0,0.21,-3275.0,-0.08,29062.0,0.16
營業費用合計,425426.0,9.38,404246.0,7.35,357920.0,8.53,1658353.0,9.12
營業利益（損失）,162380.0,3.58,-27099.0,-0.49,-524106.0,-12.48,-787086.0,-4.33
營業外收入及支出,,,,,,,,
利息收入,21791.0,0.48,37195.0,0.68,44419.0,1.06,161715.0,0.89
其他收入,43002.0,0.95,55487.0,1.01,250492.0,5.97,368657.0,2.03
其他利益及損失淨額,133214.0,2.94,10773.0,0.2,-49092.0,-1.17,116821.0,0.64
財務成本淨額,6208.0,0.14,15704.0,0.29,23550.0,0.56,76005.0,0.42
採用權益法認列之關聯企業及合資損益之份額淨額,389633.0,8.59,148755.0,2.7,-332580.0,-7.92,200288.0,1.1
營業外收入及支出合計,581432.0,12.82,236506.0,4.3,-110311.0,-2.63,771476.0,4.24
稅前淨利（淨損）,743812.0,16.39,209407.0,3.81,-634417.0,-15.11,-15610.0,-0.09
所得稅費用（利益）合計,120151.0,2.65,410738.0,7.47,-94654.0,-2.25,438778.0,2.41
繼續營業單位本期淨利（淨損）,623661.0,13.75,-201331.0,-3.66,-539763.0,-12.86,-454388.0,-2.5
本期淨利（淨損）,623661.0,13.75,-201331.0,-3.66,-539763.0,-12.86,-454388.0,-2.5
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,271081.0,5.97,-988969.0,-17.98,-574356.0,-13.68,102167.0,0.56
不重分類至損益之項目：,271081.0,5.97,-988969.0,-17.98,-574356.0,-13.68,-1230456.0,-6.77
國外營運機構財務報表換算之兌換差額,747081.0,16.47,417162.0,7.58,1109235.0,26.42,19971.0,0.11
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,48935.0,1.08,-726800.0,-13.21,-709764.0,-16.91,-1148260.0,-6.32
與可能重分類之項目相關之所得稅,4894.0,0.11,-72680.0,-1.32,-70977.0,-1.69,1582024.0,8.7
後續可能重分類至損益之項目：,791122.0,17.44,-236958.0,-4.31,470448.0,11.21,-1235424.0,-6.8
其他綜合損益（淨額）,1062203.0,23.41,-1225927.0,-22.29,-103908.0,-2.48,-123543.0,-0.68
本期綜合損益總額,1685864.0,37.16,-1427258.0,-25.95,-643671.0,-15.33,470143.0,2.59
淨利（損）歸屬於：,,,,,,,-678117.0,-3.73
母公司業主（淨利∕損）,588463.0,12.97,-171663.0,-3.12,-623933.0,-14.86,-1132505.0,-6.23
非控制權益（淨利∕損）,35198.0,0.78,-29668.0,-0.54,84170.0,2.0,,
母公司業主（綜合損益）,1559729.0,34.38,-1100511.0,-20.01,-582387.0,-13.87,-493812.0,-2.72
非控制權益（綜合損益）,126135.0,2.78,-326747.0,-5.94,-61284.0,-1.46,39424.0,0.22
基本每股盈餘,,,,,,,-843371.0,-4.64
繼續營業單位淨利（淨損）,0.65,,-0.19,,-0.69,,-289134.0,-1.59
基本每股盈餘,0.65,,,,,,,
稀釋每股盈餘,,,0.0,,0.0,,-0.56,
繼續營業單位淨利（淨損）,0.64,,,,,,-0.56,
稀釋每股盈餘,0.64,,,,,,,
