會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,10177999.0,100.0,11215194.0,100.0,10712675.0,100.0,39736173.0,100.0
營業成本合計,7454834.0,73.24,8077192.0,72.02,7606511.0,71.0,28670846.0,72.15
營業毛利（毛損）,2723165.0,26.76,3138002.0,27.98,3106164.0,29.0,11065327.0,27.85
營業毛利（毛損）淨額,2723165.0,26.76,3138002.0,27.98,3106164.0,29.0,11065327.0,27.85
營業費用,,,,,,,,
推銷費用,380954.0,3.74,421241.0,3.76,445368.0,4.16,1701503.0,4.28
管理費用,302294.0,2.97,360425.0,3.21,379349.0,3.54,1466538.0,3.69
研究發展費用,35360.0,0.35,41674.0,0.37,40785.0,0.38,160278.0,0.4
營業費用合計,718608.0,7.06,823340.0,7.34,865502.0,8.08,3328319.0,8.38
營業利益（損失）,2004557.0,19.7,2314662.0,20.64,2240662.0,20.92,7737008.0,19.47
營業外收入及支出,,,,,,,,
利息收入,2080.0,0.02,4183.0,0.04,3451.0,0.03,45482.0,0.11
其他收入,2598.0,0.03,2585.0,0.02,4511.0,0.04,14360.0,0.04
其他利益及損失淨額,196401.0,1.93,279024.0,2.49,498581.0,4.65,811975.0,2.04
財務成本淨額,8211.0,0.08,10740.0,0.1,18307.0,0.17,68424.0,0.17
採用權益法認列之關聯企業及合資損益之份額淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
營業外收入及支出合計,192868.0,1.89,275052.0,2.45,488236.0,4.56,803393.0,2.02
稅前淨利（淨損）,2197425.0,21.59,2589714.0,23.09,2728898.0,25.47,8540401.0,21.49
所得稅費用（利益）合計,406812.0,4.0,552020.0,4.92,559008.0,5.22,1750053.0,4.4
繼續營業單位本期淨利（淨損）,1790613.0,17.59,2037694.0,18.17,2169890.0,20.26,6790348.0,17.09
停業單位損益,,,2037694.0,18.17,2169890.0,20.26,6790348.0,17.09
停業單位損益合計,0.0,0.0,,,,,,
本期淨利（淨損）,1790613.0,17.59,207287.0,1.85,386058.0,3.6,41283.0,0.1
其他綜合損益(淨額),,,0.0,0.0,0.0,0.0,41283.0,0.1
國外營運機構財務報表換算之兌換差額,177748.0,1.75,0.0,0.0,0.0,0.0,566638.0,1.43
可能重分類至損益之其他項目,0.0,0.0,207287.0,1.85,386058.0,3.6,0.0,0.0
與可能重分類之項目相關之所得稅,0.0,0.0,207287.0,1.85,386058.0,3.6,113327.0,0.29
後續可能重分類至損益之項目：,177748.0,1.75,2244981.0,20.02,2555948.0,23.86,453311.0,1.14
其他綜合損益（淨額）,177748.0,1.75,,,,,494594.0,1.24
本期綜合損益總額,1968361.0,19.34,2037694.0,18.17,2169890.0,20.26,7284942.0,18.33
淨利（損）歸屬於：,,,2244981.0,20.02,2555948.0,23.86,,
母公司業主（淨利∕損）,1790613.0,17.59,,,,,6790348.0,17.09
母公司業主（綜合損益）,1968361.0,19.34,7.42,,7.91,,7284942.0,18.33
基本每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,6.53,,7.42,,7.91,,24.75,
基本每股盈餘,6.53,,,,,,,
稀釋每股盈餘,,,,,,,24.75,
繼續營業單位淨利（淨損）,6.53,,,,,,,
稀釋每股盈餘,6.53,,,,,,,
