民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年03月31日,104年03月31日,103年12月31日,103年12月31日,103年03月31日,103年03月31日,Unnamed: 7_level_2,Unnamed: 8_level_2
Unnamed: 0_level_3,金額,%,金額,%,金額,%,Unnamed: 7_level_3,Unnamed: 8_level_3
流動資產,,,,,,,,
現金及約當現金,883024.0,10.64,727297.0,8.75,688217.0,8.46,,
透過損益按公允價值衡量之金融資產－流動,104952.0,1.26,103993.0,1.25,0.0,0.0,,
透過其他綜合損益按公允價值衡量之金融資產－流動,0.0,0.0,0.0,0.0,0.0,0.0,,
備供出售金融資產－流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
持有至到期日金融資產－流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
避險之衍生金融資產－流動,0.0,0.0,0.0,0.0,0.0,0.0,,
按攤銷後成本衡量之金融資產－流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
以成本衡量之金融資產－流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
無活絡市場之債務工具投資－流動淨額,278474.0,3.36,171607.0,2.06,14822.0,0.18,,
應收票據淨額,145711.0,1.76,119197.0,1.43,85013.0,1.04,,
應收票據－關係人淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
應收帳款淨額,356308.0,4.29,374086.0,4.5,382214.0,4.7,,
應收帳款－關係人淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
應收建造合約款,0.0,0.0,0.0,0.0,0.0,0.0,,
應收建造合約款－關係人,0.0,0.0,0.0,0.0,0.0,0.0,,
其他應收款淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
其他應收款－關係人淨額,0.0,0.0,34129.0,0.41,22682.0,0.28,,
本期所得稅資產,909.0,0.01,10044.0,0.12,796.0,0.01,,
存貨,1554195.0,18.73,1613696.0,19.42,1788799.0,21.98,,
生物資產－流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
預付款項,0.0,0.0,0.0,0.0,0.0,0.0,,
待分配予業主之非流動資產（或處分群組）淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
待出售非流動資產（淨額）,0.0,0.0,0.0,0.0,0.0,0.0,,
其他流動資產,125562.0,1.51,121540.0,1.46,98808.0,1.21,,
流動資產合計,3449135.0,41.56,3275589.0,39.41,3081351.0,37.86,,
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
備供出售金融資產－非流動淨額,198877.0,2.4,192514.0,2.32,180567.0,2.22,,
持有至到期日金融資產－非流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
避險之衍生金融資產－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
按攤銷後成本衡量之金融資產－非流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
以成本衡量之金融資產－非流動淨額,8762.0,0.11,8762.0,0.11,8762.0,0.11,,
無活絡市場之債務工具投資－非流動淨額,10388.0,0.13,15036.0,0.18,15059.0,0.19,,
採用權益法之投資淨額,269735.0,3.25,321303.0,3.87,345857.0,4.25,,
不動產、廠房及設備,2837948.0,34.2,2963437.0,35.66,3017911.0,37.08,,
礦產資源淨額,0.0,0.0,0.0,0.0,0.0,0.0,,
投資性不動產淨額,1371343.0,16.52,1371463.0,16.5,1330033.0,16.34,,
無形資產,0.0,0.0,0.0,0.0,0.0,0.0,,
生物資產－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
遞延所得稅資產,21089.0,0.25,23110.0,0.28,21986.0,0.27,,
其他非流動資產,131692.0,1.59,139337.0,1.68,138098.0,1.7,,
非流動資產合計,4849834.0,58.44,5034962.0,60.59,5058273.0,62.14,,
資產總計,8298969.0,100.0,8310551.0,100.0,8139624.0,100.0,,
流動負債,,,,,,,,
短期借款,344381.0,4.15,471830.0,5.68,549686.0,6.75,,
應付短期票券,0.0,0.0,0.0,0.0,0.0,0.0,,
透過損益按公允價值衡量之金融負債－流動,0.0,0.0,0.0,0.0,0.0,0.0,,
避險之衍生金融負債－流動,0.0,0.0,0.0,0.0,0.0,0.0,,
按攤銷後成本衡量之金融負債－流動,0.0,0.0,0.0,0.0,0.0,0.0,,
以成本衡量之金融負債－流動,0.0,0.0,0.0,0.0,0.0,0.0,,
應付票據,48786.0,0.59,64208.0,0.77,33823.0,0.42,,
應付票據－關係人,0.0,0.0,0.0,0.0,0.0,0.0,,
應付帳款,301078.0,3.63,342652.0,4.12,303363.0,3.73,,
應付帳款－關係人,0.0,0.0,0.0,0.0,0.0,0.0,,
應付建造合約款,0.0,0.0,0.0,0.0,0.0,0.0,,
應付建造合約款－關係人,0.0,0.0,0.0,0.0,0.0,0.0,,
其他應付款,197676.0,2.38,238812.0,2.87,175536.0,2.16,,
其他應付款項－關係人,0.0,0.0,0.0,0.0,0.0,0.0,,
本期所得稅負債,87308.0,1.05,80924.0,0.97,76006.0,0.93,,
負債準備－流動,0.0,0.0,0.0,0.0,0.0,0.0,,
與待出售非流動資產直接相關之負債,0.0,0.0,0.0,0.0,0.0,0.0,,
工程進度請款金額,0.0,0.0,0.0,0.0,0.0,0.0,,
其他流動負債,245764.0,2.96,254190.0,3.06,213303.0,2.62,,
流動負債合計,1224993.0,14.76,1452616.0,17.48,1351717.0,16.61,,
非流動負債,,,,,,,,
透過損益按公允價值衡量之金融負債－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
避險之衍生金融負債－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
按攤銷後成本衡量之金融負債－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
以成本衡量之金融負債－非流動,0.0,0.0,0.0,0.0,0.0,0.0,,
應付公司債,0.0,0.0,0.0,0.0,0.0,0.0,,
長期借款,619.0,0.01,619.0,0.01,619.0,0.01,,
負債準備－非流動,709380.0,8.55,711327.0,8.56,696920.0,8.56,,
遞延所得稅負債,996259.0,12.0,981164.0,11.81,954323.0,11.72,,
其他非流動負債,14837.0,0.18,14931.0,0.18,13957.0,0.17,,
非流動負債合計,1721095.0,20.74,1708041.0,20.55,1665819.0,20.47,,
負債總計,2946088.0,35.5,3160657.0,38.03,3017536.0,37.07,,
歸屬於母公司業主之權益,,,,,,,,
股本,,,,,,,,
普通股股本,2400000.0,28.92,2400000.0,28.88,2400000.0,29.49,,
股本合計,2400000.0,28.92,2400000.0,28.88,2400000.0,29.49,,
資本公積,,,,,,,,
資本公積－庫藏股票交易,112965.0,1.36,112965.0,1.36,112965.0,1.39,,
資本公積－其他,0.0,0.0,0.0,0.0,0.0,0.0,,
資本公積合計,112965.0,1.36,112965.0,1.36,112965.0,1.39,,
保留盈餘,,,,,,,,
法定盈餘公積,148115.0,1.78,148115.0,1.78,121767.0,1.5,,
特別盈餘公積,1005964.0,12.12,1005964.0,12.1,1189692.0,14.62,,
未分配盈餘（或待彌補虧損）,625138.0,7.53,506860.0,6.1,419958.0,5.16,,
保留盈餘合計,1779217.0,21.44,1660939.0,19.99,1731417.0,21.27,,
其他權益,,,,,,,,
國外營運機構財務報表換算之兌換差額,101151.0,1.22,95640.0,1.15,6038.0,0.07,,
備供出售金融資產未實現損益,58297.0,0.7,51934.0,0.62,43746.0,0.54,,
重估增值,0.0,0.0,0.0,0.0,0.0,0.0,,
其他權益－其他,0.0,0.0,0.0,0.0,0.0,0.0,,
其他權益合計,159448.0,1.92,147574.0,1.78,49784.0,0.61,,
庫藏股票,-38464.0,-0.46,-38464.0,-0.46,-38464.0,-0.47,,
歸屬於母公司業主之權益合計,4413166.0,53.18,4283014.0,51.54,4255702.0,52.28,,
非控制權益,939715.0,11.32,866880.0,10.43,866386.0,10.64,,
權益總計,5352881.0,64.5,5149894.0,61.97,5122088.0,62.93,,
負債及權益總計,8298969.0,100.0,8310551.0,100.0,8139624.0,100.0,,
