會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,22394.0,27828.0,45588.0,60427.0
本期稅前淨利（淨損）,22394.0,27828.0,45588.0,60427.0
折舊費用,41.0,118.0,194.0,269.0
利息費用,41.0,90.0,217.0,217.0
利息收入,-133957.0,-20.0,-21.0,-196.0
收益費損項目合計,-22.0,188.0,0.0,290.0
應收票據（增加）減少,-133979.0,-54298.0,390.0,17901.0
其他流動資產（增加）減少,-53342.0,-35.0,-62507.0,-55.0
與營業活動相關之資產之淨變動合計,199611.0,-54333.0,0.0,17846.0
合約負債增加（減少）,-1763.0,-31314.0,0.0,-53342.0
應付帳款增加（減少）,2.0,0.0,0.0,208549.0
其他應付款增加（減少）,144508.0,0.0,-44.0,-411.0
其他流動負債增加（減少）,10529.0,-500.0,-62551.0,-8.0
與營業活動相關之負債之淨變動合計,10570.0,7.0,-42034.0,154788.0
與營業活動相關之資產及負債之淨變動合計,32964.0,-31807.0,0.0,172634.0
調整項目合計,32964.0,-86140.0,-267.0,172924.0
營運產生之現金流入（流出）,,-85952.0,-2.0,233351.0
收取之利息,14257.0,-58124.0,-42303.0,196.0
支付之利息,-31745.0,20.0,-104854.0,-217.0
退還（支付）之所得稅,0.0,-90.0,-104464.0,-10.0
營業活動之淨現金流入（流出）,40942.0,4.0,-58876.0,233320.0
投資活動之現金流量,23454.0,-58190.0,21.0,
取得透過其他綜合損益按公允價值衡量之金融資產,,,-217.0,0.0
處分透過其他綜合損益按公允價值衡量之金融資產,56418.0,0.0,5.0,14257.0
取得按攤銷後成本衡量之金融資產,66055.0,14257.0,-59067.0,-25026.0
處分按攤銷後成本衡量之金融資產,122473.0,-38726.0,,0.0
取得不動產、廠房及設備,122473.0,-878.0,0.0,-878.0
