會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,2524332.0,100.0,2448862.0,100.0,2789762.0,100.0,10772839.0,100.0
營業成本合計,1919109.0,76.02,1890014.0,77.18,2163408.0,77.55,8270979.0,76.78
營業毛利（毛損）,605223.0,23.98,558848.0,22.82,626354.0,22.45,2501860.0,23.22
營業毛利（毛損）淨額,605223.0,23.98,558848.0,22.82,626354.0,22.45,2501860.0,23.22
營業費用,,,,,,,,
推銷費用,232382.0,9.21,217149.0,8.87,232153.0,8.32,904886.0,8.4
管理費用,75440.0,2.99,73818.0,3.01,86426.0,3.1,323186.0,3.0
研究發展費用,21755.0,0.86,22645.0,0.92,24681.0,0.88,96188.0,0.89
營業費用合計,329577.0,13.06,313612.0,12.81,343260.0,12.3,1324260.0,12.29
營業利益（損失）,275646.0,10.92,245236.0,10.01,283094.0,10.15,1177600.0,10.93
營業外收入及支出,,,,,,,,
利息收入,51.0,0.0,137.0,0.01,66.0,0.0,680.0,0.01
其他收入,19839.0,0.79,19237.0,0.79,10128.0,0.36,64582.0,0.6
其他利益及損失淨額,-12872.0,-0.51,-52757.0,-2.15,2958.0,0.11,-108216.0,-1.0
財務成本淨額,7143.0,0.28,8230.0,0.34,11158.0,0.4,37537.0,0.35
採用權益法認列之關聯企業及合資損益之份額淨額,-18.0,0.0,-62.0,0.0,154.0,0.01,-817.0,-0.01
營業外收入及支出合計,-143.0,-0.01,-41675.0,-1.7,2148.0,0.08,-81308.0,-0.75
稅前淨利（淨損）,275503.0,10.91,203561.0,8.31,285242.0,10.22,1096292.0,10.18
所得稅費用（利益）合計,55609.0,2.2,48749.0,1.99,53759.0,1.93,225306.0,2.09
繼續營業單位本期淨利（淨損）,219894.0,8.71,154812.0,6.32,231483.0,8.3,870986.0,8.09
本期淨利（淨損）,219894.0,8.71,154812.0,6.32,231483.0,8.3,870986.0,8.09
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,9654.0,0.38,-3921.0,-0.16,1913.0,0.07,14218.0,0.13
後續可能重分類至損益之項目：,9654.0,0.38,-3921.0,-0.16,1913.0,0.07,-544.0,-0.01
其他綜合損益（淨額）,9654.0,0.38,-3921.0,-0.16,1913.0,0.07,2844.0,0.03
本期綜合損益總額,229548.0,9.09,150891.0,6.16,233396.0,8.37,10830.0,0.1
淨利（損）歸屬於：,,,,,,,3907.0,0.04
母公司業主（淨利∕損）,220350.0,8.73,154645.0,6.31,232286.0,8.33,3907.0,0.04
非控制權益（淨利∕損）,-456.0,-0.02,167.0,0.01,-803.0,-0.03,14737.0,0.14
母公司業主（綜合損益）,229311.0,9.08,151005.0,6.17,234061.0,8.39,885723.0,8.22
非控制權益（綜合損益）,237.0,0.01,-114.0,0.0,-665.0,-0.02,,
基本每股盈餘,,,,,,,871814.0,8.09
繼續營業單位淨利（淨損）,1.09,,0.69,,1.04,,-828.0,-0.01
基本每股盈餘,1.09,,0.69,,1.04,,886270.0,8.23
稀釋每股盈餘,,,,,,,-547.0,-0.01
繼續營業單位淨利（淨損）,1.09,,0.69,,1.04,,,
稀釋每股盈餘,1.09,,0.69,,1.04,,3.89,
