會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,2331214.0,103.12,1410702.0,102.28,1415882.0,102.13,7298112.0,102.47
銷貨退回,9850.0,0.44,7269.0,0.53,3357.0,0.24,30878.0,0.43
銷貨折讓,60683.0,2.68,24156.0,1.75,26128.0,1.88,144823.0,2.03
銷貨收入淨額,2260681.0,100.0,1379277.0,100.0,1386397.0,100.0,7122411.0,100.0
營業收入合計,2260681.0,100.0,1379277.0,100.0,1386397.0,100.0,7122411.0,100.0
銷貨成本,1650703.0,73.02,1046617.0,75.88,979735.0,70.67,5037256.0,70.72
營業成本合計,1650703.0,73.02,1046617.0,75.88,979735.0,70.67,5037256.0,70.72
營業毛利（毛損）,609978.0,26.98,332660.0,24.12,406662.0,29.33,2085155.0,29.28
營業毛利（毛損）淨額,609978.0,26.98,332660.0,24.12,406662.0,29.33,2085155.0,29.28
營業費用,,,,,,,,
推銷費用,484567.0,21.43,339233.0,24.59,320327.0,23.1,1492314.0,20.95
管理費用,199883.0,8.84,190944.0,13.84,190698.0,13.75,768083.0,10.78
研究發展費用,25139.0,1.11,19691.0,1.43,22870.0,1.65,108315.0,1.52
預期信用減損損失（利益）,5296.0,0.23,16116.0,1.17,15413.0,1.11,73026.0,1.03
營業費用合計,714885.0,31.62,565984.0,41.03,549308.0,39.62,2441738.0,34.28
其他收益及費損淨額,,,,,,,,
其他收益,217.0,0.01,-56.0,0.0,-28248.0,-2.04,-27647.0,-0.39
其他收益及費損淨額,217.0,0.01,-233380.0,-16.92,-170894.0,-12.33,-384230.0,-5.39
營業利益（損失）,-104690.0,-4.63,,,,,,
營業外收入及支出,,,278.0,0.02,307.0,0.02,2275.0,0.03
利息收入,161.0,0.01,26777.0,1.94,8058.0,0.58,51392.0,0.72
其他收入,7752.0,0.34,144100.0,10.45,260082.0,18.76,375498.0,5.27
其他利益及損失淨額,128395.0,5.68,20323.0,1.47,22306.0,1.61,84529.0,1.19
財務成本淨額,19960.0,0.88,0.0,0.0,0.0,0.0,39500.0,0.55
預期信用減損損失（利益）,39500.0,1.75,-2679.0,-0.19,-3626.0,-0.26,-1967.0,-0.03
採用權益法認列之關聯企業及合資損益之份額淨額,-1635.0,-0.07,148153.0,10.74,242515.0,17.49,303169.0,4.26
營業外收入及支出合計,75213.0,3.33,-85227.0,-6.18,71621.0,5.17,-81061.0,-1.14
稅前淨利（淨損）,-29477.0,-1.3,-12992.0,-0.94,1078.0,0.08,13622.0,0.19
所得稅費用（利益）合計,13217.0,0.58,-72235.0,-5.24,70543.0,5.09,-94683.0,-1.33
繼續營業單位本期淨利（淨損）,-42694.0,-1.89,-72235.0,-5.24,70543.0,5.09,-94683.0,-1.33
本期淨利（淨損）,-42694.0,-1.89,,,,,,
其他綜合損益(淨額),,,16460.0,1.19,62787.0,4.53,2584.0,0.04
確定福利計畫之再衡量數,0.0,0.0,16460.0,1.19,62787.0,4.53,-4907.0,-0.07
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,0.0,0.0,16460.0,1.19,62787.0,4.53,517.0,0.01
不重分類至損益之項目：,0.0,0.0,-55775.0,-4.04,133330.0,9.62,-2840.0,-0.04
國外營運機構財務報表換算之兌換差額,93798.0,4.15,,,,,116925.0,1.64
後續可能重分類至損益之項目：,93798.0,4.15,-61738.0,-4.48,76690.0,5.53,116925.0,1.64
其他綜合損益（淨額）,93798.0,4.15,-10497.0,-0.76,-6147.0,-0.44,114085.0,1.6
本期綜合損益總額,51104.0,2.26,-35530.0,-2.58,140333.0,10.12,19402.0,0.27
淨利（損）歸屬於：,,,-20245.0,-1.47,-7003.0,-0.51,,
母公司業主（淨利∕損）,-43687.0,-1.93,,,,,-76129.0,-1.07
非控制權益（淨利∕損）,993.0,0.04,-0.49,,0.61,,-18554.0,-0.26
母公司業主（綜合損益）,35545.0,1.57,-0.49,,0.61,,37842.0,0.53
非控制權益（綜合損益）,15559.0,0.69,,,,,-18440.0,-0.26
基本每股盈餘,,,0.0,,0.59,,,
繼續營業單位淨利（淨損）,-0.34,,0.0,,0.59,,-0.61,
基本每股盈餘,-0.34,,,,,,-0.61,
稀釋每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,0.0,,,,,,0.0,
稀釋每股盈餘,0.0,,,,,,0.0,
