民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,221016.0,248479.0,,,,
本期稅前淨利（淨損）,221016.0,248479.0,,,,
折舊費用,75953.0,74412.0,,,,
攤銷費用,1363.0,1265.0,,,,
呆帳費用提列（轉列收入）數,-3355.0,-45.0,,,,
利息費用,8400.0,9706.0,,,,
利息收入,-396.0,-158.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,-311.0,-150.0,,,,
其他項目,12093.0,-13464.0,,,,
收益費損項目合計,93747.0,71566.0,,,,
應收票據（增加）減少,76556.0,65965.0,,,,
應收帳款（增加）減少,150854.0,77941.0,,,,
應收帳款－關係人（增加）減少,-7998.0,40477.0,,,,
其他應收款（增加）減少,-5206.0,-554.0,,,,
存貨（增加）減少,-533604.0,-60918.0,,,,
生物資產（增加）減少,-38186.0,8929.0,,,,
預付款項（增加）減少,98558.0,77982.0,,,,
與營業活動相關之資產之淨變動合計,-259026.0,209822.0,,,,
應付票據增加（減少）,-89472.0,-76387.0,,,,
應付帳款增加（減少）,63628.0,-105968.0,,,,
應付帳款－關係人增加（減少）,-756.0,-16009.0,,,,
其他應付款增加（減少）,-39364.0,-2692.0,,,,
淨確定福利負債增加(減少),-1836.0,-1374.0,,,,
與營業活動相關之負債之淨變動合計,-67800.0,-202430.0,,,,
與營業活動相關之資產及負債之淨變動合計,-326826.0,7392.0,,,,
調整項目合計,-233079.0,78958.0,,,,
營運產生之現金流入（流出）,-12063.0,327437.0,,,,
退還（支付）之所得稅,-2871.0,-978.0,,,,
營業活動之淨現金流入（流出）,-14934.0,326459.0,,,,
投資活動之現金流量,,,,,,
取得不動產、廠房及設備,-192411.0,-76128.0,,,,
處分不動產、廠房及設備,359.0,482.0,,,,
其他應收款－關係人增加,0.0,-9794.0,,,,
取得無形資產,-136.0,-113.0,,,,
其他金融資產減少,0.0,400.0,,,,
其他非流動資產減少,2945.0,9912.0,,,,
收取之利息,376.0,84.0,,,,
投資活動之淨現金流入（流出）,-188867.0,-75157.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,265515.0,-157478.0,,,,
應付短期票券減少,-60050.0,-49931.0,,,,
償還長期借款,-43750.0,-18750.0,,,,
支付之利息,-9378.0,-8410.0,,,,
非控制權益變動,-5462.0,0.0,,,,
籌資活動之淨現金流入（流出）,146875.0,-234569.0,,,,
匯率變動對現金及約當現金之影響,-3324.0,3446.0,,,,
本期現金及約當現金增加（減少）數,-60250.0,20179.0,,,,
期初現金及約當現金餘額,351698.0,194327.0,,,,
期末現金及約當現金餘額,291448.0,214506.0,,,,
資產負債表帳列之現金及約當現金,291448.0,214506.0,,,,
