會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,,,3340232.0,100.0,,,6401739.0,100.0
營業成本合計,,,2701459.0,80.88,,,5189053.0,81.06
營業毛利（毛損）,,,638773.0,19.12,,,1212686.0,18.94
營業毛利（毛損）淨額,,,638773.0,19.12,,,1212686.0,18.94
營業費用,,,,,,,,
推銷費用,,,419961.0,12.57,,,699788.0,10.93
管理費用,,,130880.0,3.92,,,245955.0,3.84
研究發展費用,,,60892.0,1.82,,,142203.0,2.22
預期信用減損損失（利益）,,,1222.0,0.04,,,5786.0,0.09
營業費用合計,,,612955.0,18.35,,,1093732.0,17.08
營業利益（損失）,,,25818.0,0.77,,,118954.0,1.86
營業外收入及支出,,,,,,,,
利息收入,,,595.0,0.02,,,3042.0,0.05
其他收入,,,18658.0,0.56,,,38311.0,0.6
其他利益及損失淨額,,,404941.0,12.12,,,642997.0,10.04
財務成本淨額,,,44646.0,1.34,,,102923.0,1.61
營業外收入及支出合計,,,379548.0,11.36,,,581427.0,9.08
稅前淨利（淨損）,,,405366.0,12.14,,,700381.0,10.94
所得稅費用（利益）合計,,,67523.0,2.02,,,117706.0,1.84
繼續營業單位本期淨利（淨損）,,,337843.0,10.11,,,582675.0,9.1
本期淨利（淨損）,,,337843.0,10.11,,,582675.0,9.1
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,,,-405.0,-0.01,,,3257.0,0.05
與可能重分類之項目相關之所得稅,,,-81.0,0.0,,,650.0,0.01
後續可能重分類至損益之項目：,,,-324.0,-0.01,,,2607.0,0.04
其他綜合損益（淨額）,,,-324.0,-0.01,,,2193.0,0.03
本期綜合損益總額,,,337519.0,10.1,,,438.0,0.01
淨利（損）歸屬於：,,,,,,,1755.0,0.03
母公司業主（淨利∕損）,,,337843.0,10.11,,,4362.0,0.07
非控制權益（淨利∕損）,,,0.0,0.0,,,587037.0,9.17
母公司業主（綜合損益）,,,337519.0,10.1,,,,
非控制權益（綜合損益）,,,0.0,0.0,,,582675.0,9.1
基本每股盈餘,,,,,,,0.0,0.0
繼續營業單位淨利（淨損）,,,1.73,,,,587037.0,9.17
基本每股盈餘,,,1.73,,,,0.0,0.0
稀釋每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,,,1.73,,,,2.9,
稀釋每股盈餘,,,1.73,,,,2.9,
