會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,69075.0,158720.0,269262.0,304375.0
本期稅前淨利（淨損）,69075.0,158720.0,269262.0,304375.0
折舊費用,78.0,106.0,134.0,163.0
攤銷費用,956.0,4197.0,45.0,91.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,5.0,10.0,8500.0,25740.0
利息費用,-151.0,-682.0,26.0,43.0
利息收入,0.0,0.0,-2059.0,-5647.0
股份基礎給付酬勞成本,888.0,0.0,0.0,0.0
處分投資損失（利益）,-8108.0,0.0,0.0,0.0
其他項目,531.0,3631.0,0.0,0.0
收益費損項目合計,-36138.0,-21377.0,6646.0,20390.0
應收票據（增加）減少,0.0,531.0,-30206.0,-30439.0
應收票據－關係人（增加）減少,2460.0,-24301.0,531.0,531.0
應收帳款（增加）減少,-24136.0,0.0,-57249.0,-52216.0
應收帳款－關係人（增加）減少,3070.0,1443.0,-27685.0,-87552.0
其他應收款（增加）減少,-62321.0,-9614.0,1301.0,-247.0
存貨（增加）減少,0.0,-146.0,-18868.0,-20708.0
預付款項（增加）減少,-5026.0,-53464.0,-1868.0,3170.0
其他流動資產（增加）減少,22877.0,0.0,18617.0,18617.0
與營業活動相關之資產之淨變動合計,-214.0,-5134.0,-115427.0,-168844.0
應付票據增加（減少）,-55.0,31785.0,0.0,0.0
應付帳款增加（減少）,17582.0,773.0,-5283.0,-4693.0
應付帳款－關係人增加（減少）,-44739.0,-36.0,38474.0,89489.0
其他應付款增加（減少）,-43851.0,27388.0,200.0,3605.0
其他流動負債增加（減少）,25224.0,-26076.0,-59.0,-39.0
與營業活動相關之負債之淨變動合計,151.0,-22445.0,33332.0,88362.0
與營業活動相關之資產及負債之淨變動合計,-5.0,136275.0,-82095.0,-80482.0
調整項目合計,-7.0,682.0,-75449.0,-60092.0
營運產生之現金流入（流出）,25363.0,-10.0,193813.0,244283.0
收取之利息,,-46.0,2059.0,5647.0
支付之利息,-879.0,136901.0,-26.0,-43.0
退還（支付）之所得稅,0.0,,-172.0,-528.0
營業活動之淨現金流入（流出）,-879.0,-57983.0,195674.0,249359.0
投資活動之現金流量,,26272.0,,
取得按攤銷後成本衡量之金融資產,24484.0,-31711.0,-61620.0,-167451.0
按攤銷後成本衡量之金融資產到期還本,530217.0,,26272.0,26272.0
處分採用權益法之投資,554701.0,0.0,-24.0,0.0
存出保證金增加,554701.0,0.0,-35372.0,0.0
