會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,117236.0,100.0,230702.0,100.0,133815.0,100.0,617250.0,100.0
營業成本合計,84606.0,72.17,172476.0,74.76,94516.0,70.63,442848.0,71.75
營業毛利（毛損）,32630.0,27.83,58226.0,25.24,39299.0,29.37,174402.0,28.25
營業毛利（毛損）淨額,32630.0,27.83,58226.0,25.24,39299.0,29.37,174402.0,28.25
營業費用,,,,,,,,
推銷費用,8769.0,7.48,15649.0,6.78,9142.0,6.83,48083.0,7.79
管理費用,15501.0,13.22,15313.0,6.64,11884.0,8.88,59276.0,9.6
預期信用減損損失（利益）,-22.0,-0.02,455.0,0.2,-503.0,-0.38,-92.0,-0.01
營業費用合計,24248.0,20.68,31417.0,13.62,20523.0,15.34,107267.0,17.38
營業利益（損失）,8382.0,7.15,26809.0,11.62,18776.0,14.03,,
營業外收入及支出,,,,,,,50700.0,8.21
利息收入,22.0,0.02,115.0,0.05,50.0,0.04,117835.0,19.09
其他收入,713.0,0.61,312.0,0.14,294.0,0.22,,
其他利益及損失淨額,-763.0,-0.65,-1796.0,-0.78,5288.0,3.95,688.0,0.11
財務成本淨額,46242.0,39.44,50251.0,21.78,50267.0,37.56,18924.0,3.07
採用權益法認列之關聯企業及合資損益之份額淨額,-1958.0,-1.67,-2021.0,-0.88,-1989.0,-1.49,4573.0,0.74
營業外收入及支出合計,-48228.0,-41.14,-53641.0,-23.25,-46624.0,-34.84,208564.0,33.79
稅前淨利（淨損）,-39846.0,-33.99,-26832.0,-11.63,-27848.0,-20.81,-8016.0,-1.3
所得稅費用（利益）合計,102.0,0.09,7000.0,3.03,198.0,0.15,-192395.0,-31.17
繼續營業單位本期淨利（淨損）,-39948.0,-34.07,-33832.0,-14.66,-28046.0,-20.96,-74560.0,-12.08
本期淨利（淨損）,-39948.0,-34.07,-33832.0,-14.66,-28046.0,-20.96,903.0,0.15
本期綜合損益總額,-39948.0,-34.07,-33832.0,-14.66,-28046.0,-20.96,-75463.0,-12.23
淨利（損）歸屬於：,,,,,,,-75463.0,-12.23
母公司業主（淨利∕損）,-39948.0,-34.07,-33832.0,-14.66,-28046.0,-20.96,,
母公司業主（綜合損益）,-39948.0,-34.07,-33832.0,-14.66,-28046.0,-20.96,677.0,0.11
基本每股盈餘,,,,,,,677.0,0.11
基本每股盈餘,-0.43,,-0.36,,-0.3,,677.0,0.11
稀釋每股盈餘,,,,,,,-74786.0,-12.12
稀釋每股盈餘,-0.43,,-0.36,,-0.3,,,
