會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,417335.0,100.0,372998.0,100.0,332318.0,100.0,1448029.0,100.0
銷貨收入淨額,417335.0,100.0,372998.0,100.0,332318.0,100.0,1448029.0,100.0
營業收入合計,417335.0,100.0,372998.0,100.0,332318.0,100.0,1448029.0,100.0
銷貨成本,352467.0,84.46,321715.0,86.25,293505.0,88.32,1253788.0,86.59
營業成本合計,352467.0,84.46,321715.0,86.25,293505.0,88.32,1253788.0,86.59
營業毛利（毛損）,64868.0,15.54,51283.0,13.75,38813.0,11.68,194241.0,13.41
營業毛利（毛損）淨額,64868.0,15.54,51283.0,13.75,38813.0,11.68,194241.0,13.41
營業費用,,,,,,,,
推銷費用,15146.0,3.63,12292.0,3.3,14870.0,4.47,56513.0,3.9
管理費用,24768.0,5.93,22846.0,6.12,21449.0,6.45,91288.0,6.3
研究發展費用,7521.0,1.8,6823.0,1.83,6224.0,1.87,26874.0,1.86
預期信用減損損失（利益）,2682.0,0.64,4123.0,1.11,-2931.0,-0.88,4869.0,0.34
營業費用合計,50117.0,12.01,46084.0,12.36,39612.0,11.92,179544.0,12.4
營業利益（損失）,14751.0,3.53,5199.0,1.39,-799.0,-0.24,14697.0,1.01
營業外收入及支出,,,,,,,,
利息收入,2240.0,0.54,2187.0,0.59,1696.0,0.51,10741.0,0.74
其他收入,1629.0,0.39,3467.0,0.93,1401.0,0.42,19256.0,1.33
其他利益及損失淨額,5913.0,1.42,-7902.0,-2.12,-619.0,-0.19,-9038.0,-0.62
財務成本淨額,1237.0,0.3,1285.0,0.34,1436.0,0.43,5738.0,0.4
營業外收入及支出合計,8545.0,2.05,-3533.0,-0.95,1042.0,0.31,15221.0,1.05
稅前淨利（淨損）,23296.0,5.58,1666.0,0.45,243.0,0.07,29918.0,2.07
所得稅費用（利益）合計,5341.0,1.28,2293.0,0.61,34.0,0.01,8922.0,0.62
繼續營業單位本期淨利（淨損）,17955.0,4.3,-627.0,-0.17,209.0,0.06,20996.0,1.45
停業單位損益,,,,,,,,
停業單位損益合計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
本期淨利（淨損）,17955.0,4.3,-627.0,-0.17,209.0,0.06,20996.0,1.45
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,184.0,0.04,-183.0,-0.05,-202.0,-0.06,4940.0,0.34
不重分類至損益之項目：,184.0,0.04,-183.0,-0.05,-202.0,-0.06,-314.0,-0.02
國外營運機構財務報表換算之兌換差額,26012.0,6.23,11808.0,3.17,30404.0,9.15,4626.0,0.32
與可能重分類之項目相關之所得稅,5115.0,1.23,2395.0,0.64,6063.0,1.82,47672.0,3.29
後續可能重分類至損益之項目：,20897.0,5.01,9413.0,2.52,24341.0,7.32,9496.0,0.66
其他綜合損益（淨額）,21081.0,5.05,9230.0,2.47,24139.0,7.26,38176.0,2.64
本期綜合損益總額,39036.0,9.35,8603.0,2.31,24348.0,7.33,42802.0,2.96
淨利（損）歸屬於：,,,,,,,63798.0,4.41
母公司業主（淨利∕損）,18145.0,4.35,-635.0,-0.17,-61.0,-0.02,,
非控制權益（淨利∕損）,-190.0,-0.05,8.0,0.0,270.0,0.08,18609.0,1.29
母公司業主（綜合損益）,38784.0,9.29,8770.0,2.35,23985.0,7.22,2387.0,0.16
非控制權益（綜合損益）,252.0,0.06,-167.0,-0.04,363.0,0.11,60809.0,4.2
基本每股盈餘,,,,,,,2989.0,0.21
繼續營業單位淨利（淨損）,0.26,,-0.01,,0.0,,,
基本每股盈餘,0.26,,0.0,,0.0,,0.27,
稀釋每股盈餘,,,-0.01,,0.0,,0.0,
繼續營業單位淨利（淨損）,0.26,,,,,,0.27,
稀釋每股盈餘,0.26,,-0.01,,0.0,,,
