會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營建收入淨額,51935.0,4.59,0.0,0.0,1161039.0,100.0,51935.0,1.02
營建工程收入,51935.0,4.59,0.0,0.0,1161039.0,100.0,51935.0,1.02
勞務收入淨額,1078896.0,95.41,1240036.0,100.0,0.0,0.0,5040342.0,98.98
勞務收入,1078896.0,95.41,1240036.0,100.0,1161039.0,100.0,5040342.0,98.98
其他營業收入淨額,0.0,0.0,1240036.0,100.0,0.0,0.0,0.0,0.0
營業收入合計,1130831.0,100.0,0.0,0.0,647693.0,55.79,5092277.0,100.0
營建成本,40183.0,3.55,0.0,0.0,647693.0,55.79,40183.0,0.79
營建工程成本,40183.0,3.55,750828.0,60.55,647693.0,55.79,40183.0,0.79
勞務成本,465830.0,41.19,750828.0,60.55,513346.0,44.21,2771400.0,54.42
勞務成本,465830.0,41.19,750828.0,60.55,513346.0,44.21,2771400.0,54.42
營業成本合計,506013.0,44.75,489208.0,39.45,,,2811583.0,55.21
營業毛利（毛損）,624818.0,55.25,489208.0,39.45,127699.0,11.0,2280694.0,44.79
營業毛利（毛損）淨額,624818.0,55.25,,,1357.0,0.12,2280694.0,44.79
營業費用,,,136874.0,11.04,129056.0,11.12,,
推銷費用,0.0,0.0,689.0,0.06,384290.0,33.1,697213.0,13.69
管理費用,184264.0,16.29,137563.0,11.09,,,-15199.0,-0.3
預期信用減損損失（利益）,818.0,0.07,351645.0,28.36,414.0,0.04,682014.0,13.39
營業費用合計,185082.0,16.37,,,2939.0,0.25,,
營業利益（損失）,439736.0,38.89,835.0,0.07,-144852.0,-12.48,0.0,0.0
營業外收入及支出,,,12463.0,1.01,38910.0,3.35,0.0,0.0
利息收入,511.0,0.05,-24290.0,-1.96,155.0,0.01,0.0,0.0
其他收入,1760.0,0.16,32620.0,2.63,-180254.0,-15.53,1598680.0,31.39
其他利益及損失淨額,-28916.0,-2.56,176.0,0.01,204036.0,17.57,,
財務成本淨額,28869.0,2.55,-43436.0,-3.5,101658.0,8.76,6954.0,0.14
採用權益法認列之關聯企業及合資損益之份額淨額,20956.0,1.85,308209.0,24.85,102378.0,8.82,28254.0,0.55
營業外收入及支出合計,-34558.0,-3.06,119600.0,9.64,102378.0,8.82,-227076.0,-4.46
稅前淨利（淨損）,405178.0,35.83,188609.0,15.21,,,141358.0,2.78
所得稅費用（利益）合計,87247.0,7.72,188609.0,15.21,77598.0,6.68,21339.0,0.42
繼續營業單位本期淨利（淨損）,317931.0,28.11,,,77598.0,6.68,-311887.0,-6.12
本期淨利（淨損）,317931.0,28.11,14306.0,1.15,77598.0,6.68,1286793.0,25.27
其他綜合損益(淨額),,,14306.0,1.15,179976.0,15.5,386842.0,7.6
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,46000.0,4.07,14306.0,1.15,,,899951.0,17.67
不重分類至損益之項目：,46000.0,4.07,202915.0,16.36,168162.0,14.48,899951.0,17.67
其他綜合損益（淨額）,46000.0,4.07,,,-65784.0,-5.67,,
本期綜合損益總額,363931.0,32.18,167912.0,13.54,245760.0,21.17,150366.0,2.95
淨利（損）歸屬於：,,,20697.0,1.67,-65784.0,-5.67,150366.0,2.95
母公司業主（淨利∕損）,321438.0,28.42,182218.0,14.69,,,150366.0,2.95
非控制權益（淨利∕損）,-3507.0,-0.31,20697.0,1.67,1.44,,1050317.0,20.63
母公司業主（綜合損益）,367438.0,32.49,,,1.44,,,
非控制權益（綜合損益）,-3507.0,-0.31,1.32,,,,934394.0,18.35
基本每股盈餘,,,1.32,,1.44,,-34443.0,-0.68
繼續營業單位淨利（淨損）,3.02,,,,1.44,,1084760.0,21.3
基本每股盈餘,3.02,,1.32,,,,-34443.0,-0.68
稀釋每股盈餘,,,1.32,,,,,
繼續營業單位淨利（淨損）,3.01,,,,,,7.88,
稀釋每股盈餘,3.01,,,,,,7.88,
