會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,2883029.0,12.66,3299374.0,14.08,3516530.0,14.04,3774411.0,14.12
透過損益按公允價值衡量之金融資產－流動,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
合約資產－流動,514906.0,2.26,523348.0,2.23,568258.0,2.27,653033.0,2.44
應收票據淨額,135132.0,0.59,213790.0,0.91,96031.0,0.38,184718.0,0.69
應收票據－關係人淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
應收帳款淨額,1000260.0,4.39,623945.0,2.66,770987.0,3.08,1067351.0,3.99
應收帳款－關係人淨額,33198.0,0.15,33198.0,0.14,33198.0,0.13,66.0,0.0
其他應收款淨額,6677.0,0.03,5924.0,0.03,116706.0,0.47,72097.0,0.27
其他應收款－關係人淨額,249.0,0.0,135.0,0.0,12016341.0,47.97,12810897.0,47.92
存貨,10999948.0,48.32,11437381.0,48.81,1368524.0,5.46,1576067.0,5.9
其他流動資產,1011688.0,4.44,1116029.0,4.76,18486575.0,73.8,20138640.0,75.33
流動資產合計,16585087.0,72.85,17253124.0,73.63,,,,
非流動資產,,,,,433605.0,1.73,418564.0,1.57
透過損益按公允價值衡量之金融資產－非流動,438282.0,1.93,424518.0,1.81,606685.0,2.42,638966.0,2.39
透過其他綜合損益按公允價值衡量之金融資產－非流動,579265.0,2.54,593572.0,2.53,730340.0,2.92,728477.0,2.72
按攤銷後成本衡量之金融資產－非流動,465738.0,2.05,446945.0,1.91,276608.0,1.1,225960.0,0.85
採用權益法之投資,221277.0,0.97,221453.0,0.95,46230.0,0.18,46053.0,0.17
不動產、廠房及設備,47535.0,0.21,45964.0,0.2,8901.0,0.04,7497.0,0.03
使用權資產,11709.0,0.05,10305.0,0.04,4352505.0,17.38,4419706.0,16.53
投資性不動產淨額,4322786.0,18.99,4336295.0,18.5,15116.0,0.06,14954.0,0.06
無形資產,15959.0,0.07,15526.0,0.07,92859.0,0.37,96020.0,0.36
其他非流動資產,78550.0,0.35,86024.0,0.37,6562849.0,26.2,6596197.0,24.67
