會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,4739274.0,100.0,4373885.0,100.0,4633717.0,100.0,18546885.0,100.0
營業成本合計,3458163.0,72.97,3209919.0,73.39,3404235.0,73.47,13802437.0,74.42
營業毛利（毛損）,1281111.0,27.03,1163966.0,26.61,1229482.0,26.53,4744448.0,25.58
營業毛利（毛損）淨額,1281111.0,27.03,1163966.0,26.61,1229482.0,26.53,4744448.0,25.58
營業費用,,,,,,,,
推銷費用,96763.0,2.04,97081.0,2.22,351072.0,7.58,418074.0,2.25
管理費用,403537.0,8.51,326137.0,7.46,202994.0,4.38,1219495.0,6.58
研究發展費用,40683.0,0.86,51144.0,1.17,70279.0,1.52,232306.0,1.25
預期信用減損損失（利益）,-2833.0,-0.06,39475.0,0.9,-4719.0,-0.1,23438.0,0.13
營業費用合計,538150.0,11.36,513837.0,11.75,619626.0,13.37,1893313.0,10.21
營業利益（損失）,742961.0,15.68,650129.0,14.86,609856.0,13.16,2851135.0,15.37
營業外收入及支出,,,,,,,,
利息收入,2454.0,0.05,3138.0,0.07,5326.0,0.11,19508.0,0.11
其他收入,13106.0,0.28,28369.0,0.65,42461.0,0.92,98291.0,0.53
其他利益及損失淨額,3462.0,0.07,78526.0,1.8,11845.0,0.26,174741.0,0.94
財務成本淨額,52652.0,1.11,56880.0,1.3,60454.0,1.3,235919.0,1.27
採用權益法認列之關聯企業及合資損益之份額淨額,26225.0,0.55,27710.0,0.63,86555.0,1.87,184586.0,1.0
營業外收入及支出合計,-7405.0,-0.16,80863.0,1.85,85733.0,1.85,241207.0,1.3
稅前淨利（淨損）,735556.0,15.52,730992.0,16.71,695589.0,15.01,3092342.0,16.67
所得稅費用（利益）合計,164441.0,3.47,148704.0,3.4,138532.0,2.99,625844.0,3.37
繼續營業單位本期淨利（淨損）,571115.0,12.05,582288.0,13.31,557057.0,12.02,2466498.0,13.3
本期淨利（淨損）,571115.0,12.05,582288.0,13.31,557057.0,12.02,2466498.0,13.3
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-3939.0,-0.08,-24469.0,-0.56,-4833.0,-0.1,25142.0,0.14
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,208688.0,4.4,9991.0,0.23,39982.0,0.86,-35471.0,-0.19
不重分類至損益之項目：,204749.0,4.32,-14478.0,-0.33,35149.0,0.76,511277.0,2.76
國外營運機構財務報表換算之兌換差額,100111.0,2.11,-29929.0,-0.68,47523.0,1.03,500948.0,2.7
後續可能重分類至損益之項目：,100111.0,2.11,-29929.0,-0.68,47523.0,1.03,50051.0,0.27
其他綜合損益（淨額）,304860.0,6.43,-44407.0,-1.02,82672.0,1.78,50051.0,0.27
本期綜合損益總額,875975.0,18.48,537881.0,12.3,639729.0,13.81,550999.0,2.97
淨利（損）歸屬於：,,,,,,,3017497.0,16.27
母公司業主（淨利∕損）,560973.0,11.84,573629.0,13.11,548376.0,11.83,,
非控制權益（淨利∕損）,10142.0,0.21,8659.0,0.2,8681.0,0.19,2434238.0,13.12
母公司業主（綜合損益）,856201.0,18.07,533417.0,12.2,630676.0,13.61,32260.0,0.17
非控制權益（綜合損益）,19774.0,0.42,4464.0,0.1,9053.0,0.2,2982673.0,16.08
基本每股盈餘,,,,,,,34824.0,0.19
基本每股盈餘,1.2,,1.23,,1.17,,,
稀釋每股盈餘,,,,,,,5.21,
稀釋每股盈餘,1.15,,1.17,,1.12,,,
